wiki_language_code,target_word,translation_id,word_id,translation
ja,caress,t1,w1,愛撫
ko,caress,t1,w1,애무
ms,caress,t1,w1,pelukan
no,caress,t1,w1,kjærtegn
tl,caress,t1,w1,haplos
pl,caress,t1,w1,pieścić
ru,caress,t1,w1,ласка
sv,caress,t1,w1,smeka
tr,caress,t1,w1,okşamak
zu,caress,t1,w1,caress
he,caress,t1,w1,לְלַטֵף
hr,caress,t1,w1,milovati
ro,caress,t1,w1,mângâiere
el,caress,t1,w1,"χάδι,"
th,caress,t1,w1,กอดรัด
vi,caress,t1,w1,mơn
ga,caress,t1,w1,caress
hu,caress,t1,w1,cirógatás
hi,caress,t1,w1,दुलार
ps,caress,t1,w1,پاملرنه
ar,carnation,t1,w1,قرنفل
fa,carnation,t1,w1,هویج
de,carnation,t1,w1,nelke
en,carnation,t1,w1,carnation
nl,carnation,t1,w1,anjer
pt,carnation,t1,w1,cravo
zh,carnation,t1,w1,康乃馨
es,carnation,t1,w1,clavel
da,carnation,t1,w1,nellike
fi,carnation,t1,w1,neilikka
fr,carnation,t1,w1,œillet
id,carnation,t1,w1,anyelir
it,carnation,t1,w1,garofano
ja,carnation,t1,w1,カーネーション
ko,carnation,t1,w1,카네이션
ms,carnation,t1,w1,perarakan
no,carnation,t1,w1,nellik
tl,carnation,t1,w1,carnation
pl,carnation,t1,w1,goździk
ru,carnation,t1,w1,гвоздика
sv,carnation,t1,w1,nejlika
tr,carnation,t1,w1,karanfil
zu,carnation,t1,w1,i-carnation
he,carnation,t1,w1,צִפּוֹרֶן
hr,carnation,t1,w1,karanfil
ro,carnation,t1,w1,carnație
el,carnation,t1,w1,γαρύφαλλο
th,carnation,t1,w1,ดอกคาร์เนชั่น
vi,carnation,t1,w1,hoa
ga,carnation,t1,w1,carnation
hu,carnation,t1,w1,szegfű
hi,carnation,t1,w1,गहरे
ps,carnation,t1,w1,غصب
ar,caterpillar,t1,w1,يرقة
fa,caterpillar,t1,w1,کاترپیلار
de,caterpillar,t1,w1,raupe
en,caterpillar,t1,w1,caterpillar
nl,caterpillar,t1,w1,rups-
pt,caterpillar,t1,w1,lagarta
zh,caterpillar,t1,w1,毛虫
es,caterpillar,t1,w1,oruga
da,caterpillar,t1,w1,larve
fi,caterpillar,t1,w1,toukka
fr,caterpillar,t1,w1,chenille
id,caterpillar,t1,w1,ulat
it,caterpillar,t1,w1,bruco
ja,caterpillar,t1,w1,キャタピラー
ko,caterpillar,t1,w1,무한
ms,caterpillar,t1,w1,ulat
no,caterpillar,t1,w1,larve
tl,caterpillar,t1,w1,uod
pl,caterpillar,t1,w1,gąsienica
ru,caterpillar,t1,w1,гусеница
sv,caterpillar,t1,w1,larv
tr,caterpillar,t1,w1,tırtıl
zu,caterpillar,t1,w1,i-caterpillar
he,caterpillar,t1,w1,זַחַל
hr,caterpillar,t1,w1,gusjenica
ro,caterpillar,t1,w1,omidă
el,caterpillar,t1,w1,κάμπια
th,caterpillar,t1,w1,หนอนผีเสื้อ
vi,caterpillar,t1,w1,sâu
ga,caterpillar,t1,w1,bolc
hu,caterpillar,t1,w1,hernyó
hi,caterpillar,t1,w1,कमला
ps,caterpillar,t1,w1,کیبلپلار
ar,cello,t1,w1,التشيلو
fa,cello,t1,w1,سلولز
de,cello,t1,w1,cello
en,cello,t1,w1,cello
nl,cello,t1,w1,cello
pt,cello,t1,w1,violoncelo
zh,cello,t1,w1,大提琴
es,cello,t1,w1,violonchelo
da,cello,t1,w1,cello
fi,cello,t1,w1,sello
fr,cello,t1,w1,violoncelle
id,cello,t1,w1,selo
it,cello,t1,w1,violoncello
ja,cello,t1,w1,チェロ
ko,cello,t1,w1,첼로
ms,cello,t1,w1,cello
no,cello,t1,w1,cello
tl,cello,t1,w1,tselo
pl,cello,t1,w1,wiolonczela
ru,cello,t1,w1,виолончель
sv,cello,t1,w1,cello
tr,cello,t1,w1,çello
zu,cello,t1,w1,i-cello
he,cello,t1,w1,צֶ'לוֹ
hr,cello,t1,w1,violončelo
ro,cello,t1,w1,violoncel
el,cello,t1,w1,τσέλο
th,cello,t1,w1,ซอขนาดใหญ่
vi,cello,t1,w1,cello
ga,cello,t1,w1,faoileann
hu,cello,t1,w1,gordonka
hi,cello,t1,w1,वायलनचेलो
ps,cello,t1,w1,سیلیلو
ar,centipede,t1,w1,حريش
fa,centipede,t1,w1,هزار
de,centipede,t1,w1,tausendfüßler
en,centipede,t1,w1,centipede
nl,centipede,t1,w1,duizendpoot
pt,centipede,t1,w1,centopéia
zh,centipede,t1,w1,蜈
es,centipede,t1,w1,ciempiés
da,centipede,t1,w1,tusindben
fi,centipede,t1,w1,tuhatjalkainen
fr,centipede,t1,w1,mille
id,centipede,t1,w1,lipan
it,centipede,t1,w1,centopiedi
ja,centipede,t1,w1,ムカデ
ko,centipede,t1,w1,지네
ms,centipede,t1,w1,lipan
no,centipede,t1,w1,skolopender
tl,centipede,t1,w1,luslos
pl,centipede,t1,w1,skolopendra
ru,centipede,t1,w1,сороконожка
sv,centipede,t1,w1,tusenfoting
tr,centipede,t1,w1,kırkayak
zu,centipede,t1,w1,centipede
he,centipede,t1,w1,נָדָל
hr,centipede,t1,w1,stonoga
ro,centipede,t1,w1,centiped
el,centipede,t1,w1,σαρανταποδαρούσα
th,centipede,t1,w1,ตะขาบ
vi,centipede,t1,w1,con
ga,centipede,t1,w1,céadchéad
hu,centipede,t1,w1,százlábú
hi,centipede,t1,w1,चालीसपद
ps,centipede,t1,w1,منځنۍ
ar,cheer,t1,w1,يشجع
fa,cheer,t1,w1,تشویق
de,cheer,t1,w1,jubeln
en,cheer,t1,w1,cheer
nl,cheer,t1,w1,juichen
pt,cheer,t1,w1,torcer
zh,cheer,t1,w1,欢呼
es,cheer,t1,w1,animar
da,cheer,t1,w1,opmuntre
fi,cheer,t1,w1,hurrata
fr,cheer,t1,w1,acclamation
id,cheer,t1,w1,bersorak
it,cheer,t1,w1,rallegrare
ja,cheer,t1,w1,応援
ko,cheer,t1,w1,격려
ms,cheer,t1,w1,bersorak
no,cheer,t1,w1,oppmuntre
tl,cheer,t1,w1,magsaya
pl,cheer,t1,w1,dopingować
ru,cheer,t1,w1,ура
sv,cheer,t1,w1,heja
tr,cheer,t1,w1,tezahürat
zu,cheer,t1,w1,sijabule
he,cheer,t1,w1,לְעוֹדֵד
hr,cheer,t1,w1,bodriti
ro,cheer,t1,w1,ridica
el,cheer,t1,w1,κέφι
th,cheer,t1,w1,เชียร์
vi,cheer,t1,w1,vui
ga,cheer,t1,w1,áthas
hu,cheer,t1,w1,éljenzés
hi,cheer,t1,w1,जयकार
ps,cheer,t1,w1,خوشحاله
ar,clarinet,t1,w1,مزمار
fa,clarinet,t1,w1,کلارینت
de,clarinet,t1,w1,klarinette
en,clarinet,t1,w1,clarinet
nl,clarinet,t1,w1,klarinet
pt,clarinet,t1,w1,clarinete
zh,clarinet,t1,w1,单簧管
es,clarinet,t1,w1,clarinete
da,clarinet,t1,w1,klarinet
fi,clarinet,t1,w1,klarinetti
fr,clarinet,t1,w1,clarinette
id,clarinet,t1,w1,klarinet
it,clarinet,t1,w1,clarinetto
ja,clarinet,t1,w1,クラリネット
ko,clarinet,t1,w1,클라리넷
ms,clarinet,t1,w1,klarinet
no,clarinet,t1,w1,klarinett
tl,clarinet,t1,w1,clarinet
pl,clarinet,t1,w1,klarnet
ru,clarinet,t1,w1,кларнет
sv,clarinet,t1,w1,klarinett
tr,clarinet,t1,w1,klarnet
zu,clarinet,t1,w1,i-clarinet
he,clarinet,t1,w1,קלָרנִית
hr,clarinet,t1,w1,klarinet
ro,clarinet,t1,w1,clarinet
el,clarinet,t1,w1,κλαρινέτο
th,clarinet,t1,w1,ปี่ชวา
vi,clarinet,t1,w1,clarinet
ga,clarinet,t1,w1,soiléire
hu,clarinet,t1,w1,klarinét
hi,clarinet,t1,w1,शहनाई
ps,clarinet,t1,w1,کلینټینټ
ar,clover,t1,w1,نفل
fa,clover,t1,w1,شبدر
de,clover,t1,w1,klee
en,clover,t1,w1,clover
nl,clover,t1,w1,klaver
pt,clover,t1,w1,trevo
zh,clover,t1,w1,苜
es,clover,t1,w1,trébol
da,clover,t1,w1,kløver
fi,clover,t1,w1,apila
fr,clover,t1,w1,trèfle
id,clover,t1,w1,semanggi
it,clover,t1,w1,trifoglio
ja,clover,t1,w1,クローバー
ko,clover,t1,w1,클로버
ms,clover,t1,w1,semanggi
no,clover,t1,w1,kløver
tl,clover,t1,w1,klouber
pl,clover,t1,w1,koniczyna
ru,clover,t1,w1,клевер
sv,clover,t1,w1,klöver
tr,clover,t1,w1,yonca
zu,clover,t1,w1,i-clover
he,clover,t1,w1,תִלתָן
hr,clover,t1,w1,djetelina
ro,clover,t1,w1,trifoi
el,clover,t1,w1,τριφύλλι
th,clover,t1,w1,ไม้จำพวกถั่ว
vi,clover,t1,w1,cỏ
ga,clover,t1,w1,seamair
hu,clover,t1,w1,lóhere
hi,clover,t1,w1,तिपतिया
ps,clover,t1,w1,لمر
ar,club,t1,w1,النادي
fa,club,t1,w1,باشگاه
de,club,t1,w1,verein
en,club,t1,w1,club
nl,club,t1,w1,club
pt,club,t1,w1,clube
zh,club,t1,w1,俱乐部
es,club,t1,w1,club
da,club,t1,w1,klub
fi,club,t1,w1,klubi
fr,club,t1,w1,club
id,club,t1,w1,klub
it,club,t1,w1,club
ja,club,t1,w1,クラブ
ko,club,t1,w1,클럽
ms,club,t1,w1,kelab
no,club,t1,w1,klubb
tl,club,t1,w1,club
pl,club,t1,w1,klub
ru,club,t1,w1,клуб
sv,club,t1,w1,klubb
tr,club,t1,w1,kulüp
zu,club,t1,w1,club
he,club,t1,w1,מוֹעֲדוֹן
hr,club,t1,w1,klub
ro,club,t1,w1,club
el,club,t1,w1,λέσχη
th,club,t1,w1,สโมสร
vi,club,t1,w1,câu
ga,club,t1,w1,club
hu,club,t1,w1,klub
hi,club,t1,w1,क्लब
ps,club,t1,w1,کلب
ar,cockroach,t1,w1,صرصور
fa,cockroach,t1,w1,سوسک
de,cockroach,t1,w1,kakerlake
en,cockroach,t1,w1,cockroach
nl,cockroach,t1,w1,kakkerlak
pt,cockroach,t1,w1,barata
zh,cockroach,t1,w1,蟑螂
es,cockroach,t1,w1,cucaracha
da,cockroach,t1,w1,kakerlak
fi,cockroach,t1,w1,torakka
fr,cockroach,t1,w1,cafard
id,cockroach,t1,w1,kecoak
it,cockroach,t1,w1,scarafaggio
ja,cockroach,t1,w1,ゴキブリ
ko,cockroach,t1,w1,바퀴벌레
ms,cockroach,t1,w1,lipas
no,cockroach,t1,w1,kakerlakk
tl,cockroach,t1,w1,ipis
pl,cockroach,t1,w1,karaluch
ru,cockroach,t1,w1,таракан
sv,cockroach,t1,w1,kackerlacka
tr,cockroach,t1,w1,hamamböceği
zu,cockroach,t1,w1,i-cockroach
he,cockroach,t1,w1,מקק
hr,cockroach,t1,w1,bubašvaba
ro,cockroach,t1,w1,gândac
el,cockroach,t1,w1,κατσαρίδα
th,cockroach,t1,w1,แมลงสาบ
vi,cockroach,t1,w1,gián
ga,cockroach,t1,w1,cockroach
hu,cockroach,t1,w1,csótány
hi,cockroach,t1,w1,तिलचट्टा
ps,cockroach,t1,w1,کاکروچ
ar,crash,t1,w1,يصطدم
fa,crash,t1,w1,تصادف
de,crash,t1,w1,absturz
en,crash,t1,w1,crash
nl,crash,t1,w1,neerstorten
pt,crash,t1,w1,batida
zh,crash,t1,w1,紧急
es,crash,t1,w1,choque
da,crash,t1,w1,krak
fi,crash,t1,w1,romahdus
fr,crash,t1,w1,crash
id,crash,t1,w1,jatuh
it,crash,t1,w1,schianto
ja,crash,t1,w1,クラッシュ
ko,crash,t1,w1,추락
ms,crash,t1,w1,kemalangan
no,crash,t1,w1,brak
tl,crash,t1,w1,bumagsak
pl,crash,t1,w1,wypadek
ru,crash,t1,w1,авария
sv,crash,t1,w1,krascha
tr,crash,t1,w1,kaza
zu,crash,t1,w1,ukuphahlazeka
he,crash,t1,w1,לְהִתְרַסֵק
hr,crash,t1,w1,sudar
ro,crash,t1,w1,prăbușire
el,crash,t1,w1,σύγκρουση
th,crash,t1,w1,ชน
vi,crash,t1,w1,tai
ga,crash,t1,w1,tuairteála
hu,crash,t1,w1,csattanás
hi,crash,t1,w1,दुर्घटना
ps,crash,t1,w1,حادثه
ar,cricket,t1,w1,كريكيت
fa,cricket,t1,w1,کریکت
de,cricket,t1,w1,kricket
en,cricket,t1,w1,cricket
nl,cricket,t1,w1,krekel
pt,cricket,t1,w1,grilo
zh,cricket,t1,w1,蟋蟀
es,cricket,t1,w1,grillo
da,cricket,t1,w1,cricket
fi,cricket,t1,w1,kriketti
fr,cricket,t1,w1,criquet
id,cricket,t1,w1,jangkrik
it,cricket,t1,w1,cricket
ja,cricket,t1,w1,クリケット
ko,cricket,t1,w1,크리켓
ms,cricket,t1,w1,kriket
no,cricket,t1,w1,siriss
tl,cricket,t1,w1,kuliglig
pl,cricket,t1,w1,krykiet
ru,cricket,t1,w1,крикет
sv,cricket,t1,w1,cricket
tr,cricket,t1,w1,kriket
zu,cricket,t1,w1,ikhilikithi
he,cricket,t1,w1,קרִיקֶט
hr,cricket,t1,w1,kriket
ro,cricket,t1,w1,crichet
el,cricket,t1,w1,κρίκετ
th,cricket,t1,w1,จิ้งหรีด
vi,cricket,t1,w1,con
ga,cricket,t1,w1,cruicéad
hu,cricket,t1,w1,krikett
hi,cricket,t1,w1,क्रिकेट
ps,cricket,t1,w1,کرکټ
ar,crocus,t1,w1,زعفران
fa,crocus,t1,w1,کروکوس
de,crocus,t1,w1,krokus
en,crocus,t1,w1,crocus
nl,crocus,t1,w1,krokus
pt,crocus,t1,w1,açafrão
zh,crocus,t1,w1,番红花
es,crocus,t1,w1,azafrán
da,crocus,t1,w1,krokus
fi,crocus,t1,w1,krookus
fr,crocus,t1,w1,crocus
id,crocus,t1,w1,crocus
it,crocus,t1,w1,croco
ja,crocus,t1,w1,クロッカス
ko,crocus,t1,w1,크로커스
ms,crocus,t1,w1,crocus
no,crocus,t1,w1,krokus
tl,crocus,t1,w1,crocus
pl,crocus,t1,w1,krokus
ru,crocus,t1,w1,крокус
sv,crocus,t1,w1,krokus
tr,crocus,t1,w1,çiğdem
zu,crocus,t1,w1,crocus
he,crocus,t1,w1,כַּרכּוֹם
hr,crocus,t1,w1,šafran
ro,crocus,t1,w1,şofran
el,crocus,t1,w1,κρόκος
th,crocus,t1,w1,ดอกดิน
vi,crocus,t1,w1,crocus
ga,crocus,t1,w1,crocus
hu,crocus,t1,w1,sáfrány
hi,crocus,t1,w1,crocus
ps,crocus,t1,w1,کوکوس
ar,daffodil,t1,w1,النرجس
fa,daffodil,t1,w1,عنکبوت
de,daffodil,t1,w1,narzisse
en,daffodil,t1,w1,daffodil
nl,daffodil,t1,w1,gele
pt,daffodil,t1,w1,daffodil
zh,daffodil,t1,w1,喇叭水仙
es,daffodil,t1,w1,narciso
da,daffodil,t1,w1,påskelilje
fi,daffodil,t1,w1,pääsiäislilja
fr,daffodil,t1,w1,jonquille
id,daffodil,t1,w1,bakung
it,daffodil,t1,w1,narciso
ja,daffodil,t1,w1,水仙
ko,daffodil,t1,w1,수선화
ms,daffodil,t1,w1,daffodil
no,daffodil,t1,w1,påskelilje
tl,daffodil,t1,w1,daffodil
pl,daffodil,t1,w1,narcyz
ru,daffodil,t1,w1,бледно-желтый
sv,daffodil,t1,w1,påsklilja
tr,daffodil,t1,w1,nergis
zu,daffodil,t1,w1,i-daffodil
he,daffodil,t1,w1,נַרקִיס
hr,daffodil,t1,w1,narcisa
ro,daffodil,t1,w1,zarnacadea
el,daffodil,t1,w1,ασφόδελος
th,daffodil,t1,w1,ดอกแดฟโฟดิล
vi,daffodil,t1,w1,hoa
ga,daffodil,t1,w1,daffodil
hu,daffodil,t1,w1,nárcisz
hi,daffodil,t1,w1,हलका
ps,daffodil,t1,w1,ډفودیل
ar,dagger,t1,w1,خنجر
fa,dagger,t1,w1,خنجر
de,dagger,t1,w1,dolch
en,dagger,t1,w1,dagger
nl,dagger,t1,w1,dolk
pt,dagger,t1,w1,punhal
zh,dagger,t1,w1,匕首
es,dagger,t1,w1,daga
da,dagger,t1,w1,dolk
fi,dagger,t1,w1,tikari
fr,dagger,t1,w1,poignard
id,dagger,t1,w1,pisau
it,dagger,t1,w1,pugnale
ja,dagger,t1,w1,短剣
ko,dagger,t1,w1,단검
ms,dagger,t1,w1,pisau
no,dagger,t1,w1,dolk
tl,dagger,t1,w1,sabaw
pl,dagger,t1,w1,sztylet
ru,dagger,t1,w1,кинжал
sv,dagger,t1,w1,dolk
tr,dagger,t1,w1,hançer
zu,dagger,t1,w1,umlenze
he,dagger,t1,w1,פִּגיוֹן
hr,dagger,t1,w1,bodež
ro,dagger,t1,w1,pumnal
el,dagger,t1,w1,στιλέτο
th,dagger,t1,w1,กริช
vi,dagger,t1,w1,dao
ga,dagger,t1,w1,miodóg
hu,dagger,t1,w1,tőr
hi,dagger,t1,w1,कटार
ps,dagger,t1,w1,خطرګر
ar,daisy,t1,w1,أقحوان
fa,daisy,t1,w1,دیزی
de,daisy,t1,w1,gänseblümchen
en,daisy,t1,w1,daisy
nl,daisy,t1,w1,madeliefje
pt,daisy,t1,w1,margarida
zh,daisy,t1,w1,雏菊
es,daisy,t1,w1,margarita
da,daisy,t1,w1,daisy
fi,daisy,t1,w1,päivänkakkara
fr,daisy,t1,w1,marguerite
id,daisy,t1,w1,bunga
it,daisy,t1,w1,margherita
ja,daisy,t1,w1,デイジー
ko,daisy,t1,w1,데이지
ms,daisy,t1,w1,daisy
no,daisy,t1,w1,tusenfryd
tl,daisy,t1,w1,daisy
pl,daisy,t1,w1,stokrotka
ru,daisy,t1,w1,маргаритка
sv,daisy,t1,w1,daisy
tr,daisy,t1,w1,papatya
zu,daisy,t1,w1,daisy
he,daisy,t1,w1,חִנָנִית
hr,daisy,t1,w1,tratinčica
ro,daisy,t1,w1,margaretă
el,daisy,t1,w1,μαργαρίτα
th,daisy,t1,w1,ดอกเดซี
vi,daisy,t1,w1,daisy
ga,daisy,t1,w1,nóinín
hu,daisy,t1,w1,százszorszép
hi,daisy,t1,w1,गुलबहार
ps,daisy,t1,w1,ډیری
ar,death,t1,w1,الموت
fa,death,t1,w1,مرگ
de,death,t1,w1,tod
en,death,t1,w1,death
nl,death,t1,w1,dood
pt,death,t1,w1,morte
zh,death,t1,w1,死亡
es,death,t1,w1,muerte
da,death,t1,w1,død
fi,death,t1,w1,kuolema
fr,death,t1,w1,décès
id,death,t1,w1,kematian
it,death,t1,w1,morte
ja,death,t1,w1,死
ko,death,t1,w1,죽음
ms,death,t1,w1,kematian
no,death,t1,w1,død
tl,death,t1,w1,kamatayan
pl,death,t1,w1,śmierć
ru,death,t1,w1,смерть
sv,death,t1,w1,död
tr,death,t1,w1,ölüm
zu,death,t1,w1,ukufa
he,death,t1,w1,מוות
hr,death,t1,w1,smrt
ro,death,t1,w1,moarte
el,death,t1,w1,θάνατος
th,death,t1,w1,ความตาย
vi,death,t1,w1,tử
ga,death,t1,w1,bás
hu,death,t1,w1,halál
hi,death,t1,w1,मौत
ps,death,t1,w1,مړینه
ar,diamond,t1,w1,الماس
fa,diamond,t1,w1,الماس
de,diamond,t1,w1,diamant
en,diamond,t1,w1,diamond
nl,diamond,t1,w1,diamant
pt,diamond,t1,w1,diamante
zh,diamond,t1,w1,钻石
es,diamond,t1,w1,diamante
da,diamond,t1,w1,diamant
fi,diamond,t1,w1,timantti-
fr,diamond,t1,w1,diamant
id,diamond,t1,w1,berlian
it,diamond,t1,w1,diamante
ja,diamond,t1,w1,ダイヤモンド
ko,diamond,t1,w1,다이아몬드
ms,diamond,t1,w1,berlian
no,diamond,t1,w1,diamant
tl,diamond,t1,w1,brilyante
pl,diamond,t1,w1,diament
ru,diamond,t1,w1,бриллиант
sv,diamond,t1,w1,diamant-
tr,diamond,t1,w1,elmas
zu,diamond,t1,w1,idayimane
he,diamond,t1,w1,יהלום
hr,diamond,t1,w1,dijamant
ro,diamond,t1,w1,diamant
el,diamond,t1,w1,διαμάντι
th,diamond,t1,w1,เพชร
vi,diamond,t1,w1,kim
ga,diamond,t1,w1,diamond
hu,diamond,t1,w1,gyémánt
hi,diamond,t1,w1,हीरा
ps,diamond,t1,w1,هیرے
ar,diploma,t1,w1,شهادة
fa,diploma,t1,w1,دیپلم
de,diploma,t1,w1,diplom
en,diploma,t1,w1,diploma
nl,diploma,t1,w1,diploma
pt,diploma,t1,w1,diploma
zh,diploma,t1,w1,文凭
es,diploma,t1,w1,diploma
da,diploma,t1,w1,eksamensbevis
fi,diploma,t1,w1,tutkintotodistus
fr,diploma,t1,w1,diplôme
id,diploma,t1,w1,diploma
it,diploma,t1,w1,diploma
ja,diploma,t1,w1,ディプロマ
ko,diploma,t1,w1,졸업
ms,diploma,t1,w1,diploma
no,diploma,t1,w1,diplom
tl,diploma,t1,w1,diploma
pl,diploma,t1,w1,dyplom
ru,diploma,t1,w1,диплом
sv,diploma,t1,w1,diplom
tr,diploma,t1,w1,diploma
zu,diploma,t1,w1,idiploma
he,diploma,t1,w1,דיפלומה
hr,diploma,t1,w1,diploma
ro,diploma,t1,w1,diplomă
el,diploma,t1,w1,δίπλωμα
th,diploma,t1,w1,ประกาศนียบัตร
vi,diploma,t1,w1,bằng
ga,diploma,t1,w1,dioplóma
hu,diploma,t1,w1,oklevél
hi,diploma,t1,w1,डिप्लोमा
ps,diploma,t1,w1,ډیپلوم
ar,disaster,t1,w1,كارثة
fa,disaster,t1,w1,فاجعه
de,disaster,t1,w1,katastrophe
en,disaster,t1,w1,disaster
nl,disaster,t1,w1,ramp
pt,disaster,t1,w1,desastre
zh,disaster,t1,w1,灾害
es,disaster,t1,w1,desastre
da,disaster,t1,w1,katastrofe
fi,disaster,t1,w1,katastrofi
fr,disaster,t1,w1,catastrophe
id,disaster,t1,w1,bencana
it,disaster,t1,w1,disastro
ja,disaster,t1,w1,災害
ko,disaster,t1,w1,재앙
ms,disaster,t1,w1,bencana
no,disaster,t1,w1,katastrofe
tl,disaster,t1,w1,kalamidad
pl,disaster,t1,w1,katastrofa
ru,disaster,t1,w1,катастрофа
sv,disaster,t1,w1,katastrof
tr,disaster,t1,w1,afet
zu,disaster,t1,w1,inhlekelele
he,disaster,t1,w1,אסון
hr,disaster,t1,w1,katastrofa
ro,disaster,t1,w1,dezastru
el,disaster,t1,w1,καταστροφή
th,disaster,t1,w1,ภัยพิบัติ
vi,disaster,t1,w1,thảm
ga,disaster,t1,w1,tubaiste
hu,disaster,t1,w1,katasztrófa
hi,disaster,t1,w1,आपदा
ps,disaster,t1,w1,ناورین
ar,divorce,t1,w1,طلاق
fa,divorce,t1,w1,طلاق
de,divorce,t1,w1,scheidung
en,divorce,t1,w1,divorce
nl,divorce,t1,w1,scheiden
pt,divorce,t1,w1,divórcio
zh,divorce,t1,w1,离婚
es,divorce,t1,w1,divorcio
da,divorce,t1,w1,skilsmisse
fi,divorce,t1,w1,avioero
fr,divorce,t1,w1,divorce
id,divorce,t1,w1,perceraian
it,divorce,t1,w1,divorzio
ja,divorce,t1,w1,離婚
ko,divorce,t1,w1,이혼
ms,divorce,t1,w1,perceraian
no,divorce,t1,w1,skilsmisse
tl,divorce,t1,w1,diborsyo
pl,divorce,t1,w1,rozwód
ru,divorce,t1,w1,развод
sv,divorce,t1,w1,äktenskapsskillnad
tr,divorce,t1,w1,boşanma
zu,divorce,t1,w1,isehlukaniso
he,divorce,t1,w1,לְהִתְגַרֵשׁ
hr,divorce,t1,w1,razvod
ro,divorce,t1,w1,divorț
el,divorce,t1,w1,διαζύγιο
th,divorce,t1,w1,หย่า
vi,divorce,t1,w1,ly
ga,divorce,t1,w1,colscaradh
hu,divorce,t1,w1,válás
hi,divorce,t1,w1,तलाक
ps,divorce,t1,w1,طلاق
ar,dragonfly,t1,w1,اليعسوب
fa,dragonfly,t1,w1,سنجاقک
de,dragonfly,t1,w1,libelle
en,dragonfly,t1,w1,dragonfly
nl,dragonfly,t1,w1,libel
pt,dragonfly,t1,w1,libélula
zh,dragonfly,t1,w1,蜻蜓
es,dragonfly,t1,w1,libélula
da,dragonfly,t1,w1,guldsmed
fi,dragonfly,t1,w1,sudenkorento
fr,dragonfly,t1,w1,libellule
id,dragonfly,t1,w1,capung
it,dragonfly,t1,w1,libellula
ja,dragonfly,t1,w1,トンボ
ko,dragonfly,t1,w1,잠자리
ms,dragonfly,t1,w1,capung
no,dragonfly,t1,w1,dragonfly
tl,dragonfly,t1,w1,tutubi
pl,dragonfly,t1,w1,ważka
ru,dragonfly,t1,w1,стрекоза
sv,dragonfly,t1,w1,trollslända
tr,dragonfly,t1,w1,yusufçuk
zu,dragonfly,t1,w1,i-dragonfly
he,dragonfly,t1,w1,שַׁפִּירִית
hr,dragonfly,t1,w1,vilin
ro,dragonfly,t1,w1,libelulă
el,dragonfly,t1,w1,λιβελούλα
th,dragonfly,t1,w1,แมลงปอ
vi,dragonfly,t1,w1,con
ga,dragonfly,t1,w1,dragonfly
hu,dragonfly,t1,w1,szitakötő
hi,dragonfly,t1,w1,व्याध-पतंग
ps,dragonfly,t1,w1,dragonfly
ar,drum,t1,w1,طبل
fa,drum,t1,w1,درام
de,drum,t1,w1,trommel
en,drum,t1,w1,drum
nl,drum,t1,w1,trommel
pt,drum,t1,w1,tambor
zh,drum,t1,w1,鼓
es,drum,t1,w1,tambor
da,drum,t1,w1,tromme
fi,drum,t1,w1,rumpu
fr,drum,t1,w1,tambour
id,drum,t1,w1,drum
it,drum,t1,w1,tamburo
ja,drum,t1,w1,ドラム
ko,drum,t1,w1,북
ms,drum,t1,w1,dram
no,drum,t1,w1,tromme
tl,drum,t1,w1,tambol
pl,drum,t1,w1,bęben
ru,drum,t1,w1,барабан
sv,drum,t1,w1,trumma
tr,drum,t1,w1,davul
zu,drum,t1,w1,isigubhu
he,drum,t1,w1,תוֹף
hr,drum,t1,w1,bubanj
ro,drum,t1,w1,tobă
el,drum,t1,w1,τύμπανο
th,drum,t1,w1,กลอง
vi,drum,t1,w1,trống
ga,drum,t1,w1,druma
hu,drum,t1,w1,dob
hi,drum,t1,w1,ढोल
ps,drum,t1,w1,ډول
ar,dynamite,t1,w1,ديناميت
fa,dynamite,t1,w1,دینامیت
de,dynamite,t1,w1,dynamit
en,dynamite,t1,w1,dynamite
nl,dynamite,t1,w1,dynamiet
pt,dynamite,t1,w1,dinamite
zh,dynamite,t1,w1,炸药
es,dynamite,t1,w1,dinamita
da,dynamite,t1,w1,dynamit
fi,dynamite,t1,w1,dynamiitti
fr,dynamite,t1,w1,dynamiter
id,dynamite,t1,w1,dinamit
it,dynamite,t1,w1,dinamite
ja,dynamite,t1,w1,ダイナマイト
ko,dynamite,t1,w1,다이너마이트
ms,dynamite,t1,w1,dinamit
no,dynamite,t1,w1,dynamitt
tl,dynamite,t1,w1,dinamita
pl,dynamite,t1,w1,dynamit
ru,dynamite,t1,w1,динамит
sv,dynamite,t1,w1,dynamit
tr,dynamite,t1,w1,dinamit
zu,dynamite,t1,w1,i-dynamite
he,dynamite,t1,w1,דִינָמִיט
hr,dynamite,t1,w1,dinamit
ro,dynamite,t1,w1,dinamită
el,dynamite,t1,w1,δυναμίτιδα
th,dynamite,t1,w1,ระเบิด
vi,dynamite,t1,w1,thuốc
ga,dynamite,t1,w1,dinamite
hu,dynamite,t1,w1,dinamit
hi,dynamite,t1,w1,बारूद
ps,dynamite,t1,w1,ډمیټیټ
ar,family,t1,w1,أسرة
fa,family,t1,w1,خانواده
de,family,t1,w1,familie
en,family,t1,w1,family
nl,family,t1,w1,familie
pt,family,t1,w1,família
zh,family,t1,w1,家庭
es,family,t1,w1,familia
da,family,t1,w1,familie
