language_name,target_word,translation_id,word_id,translation
af,he,t1,w1,hy
sq,he,t1,w1,ai
bn,he,t1,w1,তিনি
bg,he,t1,w1,той
zh-cn,he,t1,w1,他
hr,he,t1,w1,on
cs,he,t1,w1,on
nl,he,t1,w1,hij
et,he,t1,w1,ta
fi,he,t1,w1,hän
iw,he,t1,w1,הוא
hu,he,t1,w1,ő
id,he,t1,w1,dia
lb,he,t1,w1,hien
lt,he,t1,w1,jis
mk,he,t1,w1,тој
ms,he,t1,w1,dia
no,he,t1,w1,han
pl,he,t1,w1,on
pa,he,t1,w1,ਉਹ
ru,he,t1,w1,он
sr,he,t1,w1,он
sw,he,t1,w1,yeye
sv,he,t1,w1,han
tl,he,t1,w1,siya
te,he,t1,w1,అతను
th,he,t1,w1,เขา
uk,he,t1,w1,він
af,her,t1,w1,haar
sq,her,t1,w1,e
bn,her,t1,w1,তার
bg,her,t1,w1,тя
zh-cn,her,t1,w1,她的
hr,her,t1,w1,nju
cs,her,t1,w1,její
nl,her,t1,w1,haar
et,her,t1,w1,teda
fi,her,t1,w1,hänen
iw,her,t1,w1,שֶׁלָה
hu,her,t1,w1,neki
id,her,t1,w1,-nya
lb,her,t1,w1,hatt
lt,her,t1,w1,ji
mk,her,t1,w1,неа
ms,her,t1,w1,dia
no,her,t1,w1,henne
pl,her,t1,w1,jej
pa,her,t1,w1,ਉਸ
ru,her,t1,w1,ее
sr,her,t1,w1,њеној
sw,her,t1,w1,yake
sv,her,t1,w1,henne
tl,her,t1,w1,kanya
te,her,t1,w1,ఆమె
th,her,t1,w1,เธอ
uk,her,t1,w1,її
af,hers,t1,w1,hare
sq,hers,t1,w1,hers
bn,hers,t1,w1,তার
bg,hers,t1,w1,неин
zh-cn,hers,t1,w1,她的
hr,hers,t1,w1,njen
cs,hers,t1,w1,její
nl,hers,t1,w1,de
et,hers,t1,w1,teda
fi,hers,t1,w1,hänen
iw,hers,t1,w1,שֶׁלָה
hu,hers,t1,w1,az
id,hers,t1,w1,dia
lb,hers,t1,w1,hire
lt,hers,t1,w1,jos
mk,hers,t1,w1,нејзините
ms,hers,t1,w1,miliknya
no,hers,t1,w1,hennes
pl,hers,t1,w1,jej
pa,hers,t1,w1,ਉਸਦੀ
ru,hers,t1,w1,ее
sr,hers,t1,w1,њена
sw,hers,t1,w1,yake
sv,hers,t1,w1,hennes
tl,hers,t1,w1,kanya
te,hers,t1,w1,ఆమె
th,hers,t1,w1,ของเธอ
uk,hers,t1,w1,її
af,him,t1,w1,hom
sq,him,t1,w1,atë
bn,him,t1,w1,তাকে
bg,him,t1,w1,него
zh-cn,him,t1,w1,他
hr,him,t1,w1,mu
cs,him,t1,w1,mu
nl,him,t1,w1,hem
et,him,t1,w1,tema
fi,him,t1,w1,häntä
iw,him,t1,w1,אוֹתוֹ
hu,him,t1,w1,neki
id,him,t1,w1,dia
lb,him,t1,w1,him
lt,him,t1,w1,jis
mk,him,t1,w1,него
ms,him,t1,w1,dia
no,him,t1,w1,ham
pl,him,t1,w1,mu
pa,him,t1,w1,ਉਸ
ru,him,t1,w1,его
sr,him,t1,w1,њега
sw,him,t1,w1,yeye
sv,him,t1,w1,honom
tl,him,t1,w1,siya
te,him,t1,w1,అతనికి
th,him,t1,w1,เขา
uk,him,t1,w1,його
af,his,t1,w1,sy
sq,his,t1,w1,e
bn,his,t1,w1,তার
bg,his,t1,w1,му
zh-cn,his,t1,w1,他的
hr,his,t1,w1,njegov
cs,his,t1,w1,jeho
nl,his,t1,w1,zijn
et,his,t1,w1,tema
fi,his,t1,w1,hänen
iw,his,t1,w1,שֶׁלוֹ
hu,his,t1,w1,övé
id,his,t1,w1,-nya
lb,his,t1,w1,hien
lt,his,t1,w1,jo
mk,his,t1,w1,неговиот
ms,his,t1,w1,nya
no,his,t1,w1,hans
pl,his,t1,w1,jego
pa,his,t1,w1,ਉਸ
ru,his,t1,w1,его
sr,his,t1,w1,његов
sw,his,t1,w1,wake
sv,his,t1,w1,hans
tl,his,t1,w1,kanyang
te,his,t1,w1,తన
th,his,t1,w1,ของเขา
uk,his,t1,w1,його
af,innovative,t1,w1,innoverende
sq,innovative,t1,w1,inovative
bn,innovative,t1,w1,উদ্ভাবনী
bg,innovative,t1,w1,иновативен
zh-cn,innovative,t1,w1,创新
hr,innovative,t1,w1,inovativan
cs,innovative,t1,w1,inovační
nl,innovative,t1,w1,innovatief
et,innovative,t1,w1,innovatiivne
fi,innovative,t1,w1,innovatiivinen
iw,innovative,t1,w1,חדשני
hu,innovative,t1,w1,újító
id,innovative,t1,w1,inovatif
lb,innovative,t1,w1,innovativ
lt,innovative,t1,w1,novatoriškas
mk,innovative,t1,w1,иновативни
ms,innovative,t1,w1,inovatif
no,innovative,t1,w1,nyskapende
pl,innovative,t1,w1,innowacyjne
pa,innovative,t1,w1,ਨਵੀਨਤਾਕਾਰੀ
ru,innovative,t1,w1,инновационный
sr,innovative,t1,w1,иновативан
sw,innovative,t1,w1,ubunifu
sv,innovative,t1,w1,innovativ
tl,innovative,t1,w1,makabagong
te,innovative,t1,w1,వినూత్న
th,innovative,t1,w1,นวัตกรรม
uk,innovative,t1,w1,інноваційний
af,insightful,t1,w1,insig
sq,insightful,t1,w1,insightful
bn,insightful,t1,w1,অন্তর্দৃষ্টিপূর্ণ
bg,insightful,t1,w1,проницателен
zh-cn,insightful,t1,w1,见地
hr,insightful,t1,w1,pronicav
cs,insightful,t1,w1,důvěřivé
nl,insightful,t1,w1,inzichtelijk
et,insightful,t1,w1,insightful
fi,insightful,t1,w1,oivaltava
iw,insightful,t1,w1,תובנה
hu,insightful,t1,w1,éleslátó
id,insightful,t1,w1,berwawasan
lb,insightful,t1,w1,insightful
lt,insightful,t1,w1,įžvalgus
mk,insightful,t1,w1,остроумен
ms,insightful,t1,w1,berwawasan
no,insightful,t1,w1,innsiktsfull
pl,insightful,t1,w1,wnikliwe
pa,insightful,t1,w1,ਸਮਝਦਾਰ
ru,insightful,t1,w1,проницательный
sr,insightful,t1,w1,инсигхтфул
sw,insightful,t1,w1,ufahamu
sv,insightful,t1,w1,insiktsfull
tl,insightful,t1,w1,pakinabang
te,insightful,t1,w1,జ్ఞానోదయమైన
th,insightful,t1,w1,ที่ชาญฉลาด
uk,insightful,t1,w1,проникливий
af,inspired,t1,w1,geïnspireer
sq,inspired,t1,w1,i
bn,inspired,t1,w1,অনুপ্রাণিত
bg,inspired,t1,w1,вдъхновен
zh-cn,inspired,t1,w1,启发
hr,inspired,t1,w1,nadahnut
cs,inspired,t1,w1,inspirovaný
nl,inspired,t1,w1,geinspireerd
et,inspired,t1,w1,inspireeritud
fi,inspired,t1,w1,innoittunut
iw,inspired,t1,w1,בהשראה
hu,inspired,t1,w1,ihletett
id,inspired,t1,w1,terinspirasi
lb,inspired,t1,w1,inspiréiert
lt,inspired,t1,w1,įkvėptas
mk,inspired,t1,w1,инспириран
ms,inspired,t1,w1,terinspirasi
no,inspired,t1,w1,inspirert
pl,inspired,t1,w1,natchniony
pa,inspired,t1,w1,ਪ੍ਰੇਰਿਤ
ru,inspired,t1,w1,вдохновенный
sr,inspired,t1,w1,инспирирано
sw,inspired,t1,w1,aliongoza
sv,inspired,t1,w1,inspirerad
tl,inspired,t1,w1,inspirasyon
te,inspired,t1,w1,ప్రేరేపిత
th,inspired,t1,w1,ได้แรงบันดาลใจ
uk,inspired,t1,w1,натхненний
af,knowledgable,t1,w1,kundige
sq,knowledgable,t1,w1,ditur
bn,knowledgable,t1,w1,knowledgable
bg,knowledgable,t1,w1,знаещ
zh-cn,knowledgable,t1,w1,博学
hr,knowledgable,t1,w1,knowledgable
cs,knowledgable,t1,w1,knowledgable
nl,knowledgable,t1,w1,ingelicht
et,knowledgable,t1,w1,teadlik
fi,knowledgable,t1,w1,knowledgable
iw,knowledgable,t1,w1,בעלי
hu,knowledgable,t1,w1,knowledgable
id,knowledgable,t1,w1,knowledgable
lb,knowledgable,t1,w1,kennen
lt,knowledgable,t1,w1,žinomas
mk,knowledgable,t1,w1,knowledgable
ms,knowledgable,t1,w1,knowledgable
no,knowledgable,t1,w1,kunnskapsrike
pl,knowledgable,t1,w1,dobrze
pa,knowledgable,t1,w1,ਪਤਾ
ru,knowledgable,t1,w1,знающие
sr,knowledgable,t1,w1,кновледгабле
sw,knowledgable,t1,w1,knowledgable
sv,knowledgable,t1,w1,knowledgable
tl,knowledgable,t1,w1,knowledgable
te,knowledgable,t1,w1,knowledgable
th,knowledgable,t1,w1,ความรู้
uk,knowledgable,t1,w1,знаєш
af,male,t1,w1,manlik
sq,male,t1,w1,mashkull
bn,male,t1,w1,পুরুষ
bg,male,t1,w1,мъжки
zh-cn,male,t1,w1,男
hr,male,t1,w1,muški
cs,male,t1,w1,mužský
nl,male,t1,w1,mannetje
et,male,t1,w1,meessoost
fi,male,t1,w1,uros
iw,male,t1,w1,זָכָר
hu,male,t1,w1,férfi
id,male,t1,w1,pria
lb,male,t1,w1,männlech
lt,male,t1,w1,patinas
mk,male,t1,w1,машки
ms,male,t1,w1,lelaki
no,male,t1,w1,mann
pl,male,t1,w1,męski
pa,male,t1,w1,ਮਰਦ
ru,male,t1,w1,мужской
sr,male,t1,w1,мушки
sw,male,t1,w1,kiume
sv,male,t1,w1,manlig
tl,male,t1,w1,lalaki
te,male,t1,w1,పురుషుడు
th,male,t1,w1,ชาย
uk,male,t1,w1,чоловік
af,man,t1,w1,man
sq,man,t1,w1,njeri
bn,man,t1,w1,মানুষ
bg,man,t1,w1,мъж
zh-cn,man,t1,w1,人
hr,man,t1,w1,čovjek
cs,man,t1,w1,muž
nl,man,t1,w1,man
et,man,t1,w1,mees
fi,man,t1,w1,mies
iw,man,t1,w1,איש
hu,man,t1,w1,férfi
id,man,t1,w1,manusia
lb,man,t1,w1,mënsch
lt,man,t1,w1,vyras
mk,man,t1,w1,човек
ms,man,t1,w1,lelaki
no,man,t1,w1,mann
pl,man,t1,w1,człowiek
pa,man,t1,w1,ਆਦਮੀ
ru,man,t1,w1,человек
sr,man,t1,w1,човек
sw,man,t1,w1,mtu
sv,man,t1,w1,man
tl,man,t1,w1,lalaki
te,man,t1,w1,మనిషి
th,man,t1,w1,ชาย
uk,man,t1,w1,людина
af,masterful,t1,w1,meesterlike
sq,masterful,t1,w1,mjeshtëror
bn,masterful,t1,w1,উদ্ধত
bg,masterful,t1,w1,майсторски
zh-cn,masterful,t1,w1,高超
hr,masterful,t1,w1,majstorski
cs,masterful,t1,w1,mistrovský
nl,masterful,t1,w1,meesterlijk
et,masterful,t1,w1,meisterlik
fi,masterful,t1,w1,mestarillinen
iw,masterful,t1,w1,שְׁתַלְטָנִי
hu,masterful,t1,w1,mesteri
id,masterful,t1,w1,ahli
lb,masterful,t1,w1,meeschterhaft
lt,masterful,t1,w1,meistriškas
mk,masterful,t1,w1,маестрално
ms,masterful,t1,w1,menguasai
no,masterful,t1,w1,mesterlig
pl,masterful,t1,w1,mistrzowski
pa,masterful,t1,w1,ਮਾਸਟਰ
ru,masterful,t1,w1,властный
sr,masterful,t1,w1,мајстор
sw,masterful,t1,w1,mwenye
sv,masterful,t1,w1,mästerlig
tl,masterful,t1,w1,dalubhasa
te,masterful,t1,w1,మాస్టర్
th,masterful,t1,w1,เก่ง
uk,masterful,t1,w1,майстерно
af,she,t1,w1,sy
sq,she,t1,w1,ajo
bn,she,t1,w1,সে
bg,she,t1,w1,тя
zh-cn,she,t1,w1,她
hr,she,t1,w1,ona
cs,she,t1,w1,ona
nl,she,t1,w1,ze
et,she,t1,w1,ta
fi,she,t1,w1,hän
iw,she,t1,w1,היא
hu,she,t1,w1,ő
id,she,t1,w1,dia
lb,she,t1,w1,si
lt,she,t1,w1,ji
mk,she,t1,w1,таа
ms,she,t1,w1,dia
no,she,t1,w1,hun
pl,she,t1,w1,ona
pa,she,t1,w1,ਉਹ
ru,she,t1,w1,она
sr,she,t1,w1,она
sw,she,t1,w1,yeye
sv,she,t1,w1,hon
tl,she,t1,w1,siya
te,she,t1,w1,ఆమె
th,she,t1,w1,เธอ
uk,she,t1,w1,вона
af,sister,t1,w1,suster
sq,sister,t1,w1,motër
bn,sister,t1,w1,বোন
bg,sister,t1,w1,сестра
zh-cn,sister,t1,w1,妹妹
hr,sister,t1,w1,sestra
cs,sister,t1,w1,sestra
nl,sister,t1,w1,zus
et,sister,t1,w1,õde
fi,sister,t1,w1,sisko
iw,sister,t1,w1,אָחוֹת
hu,sister,t1,w1,lánytestvér
id,sister,t1,w1,saudara
lb,sister,t1,w1,schwëster
lt,sister,t1,w1,sesuo
mk,sister,t1,w1,сестра
ms,sister,t1,w1,kakak
no,sister,t1,w1,søster
pl,sister,t1,w1,siostra
pa,sister,t1,w1,ਭੈਣ
ru,sister,t1,w1,сестра
sr,sister,t1,w1,сестра
sw,sister,t1,w1,dada
sv,sister,t1,w1,syster
tl,sister,t1,w1,ate
te,sister,t1,w1,సోదరి
th,sister,t1,w1,น้องสาว
uk,sister,t1,w1,сестра
af,son,t1,w1,seun
sq,son,t1,w1,bir
bn,son,t1,w1,পুত্র
bg,son,t1,w1,син
zh-cn,son,t1,w1,儿子
hr,son,t1,w1,sin
cs,son,t1,w1,syn
nl,son,t1,w1,zoon
et,son,t1,w1,poeg
fi,son,t1,w1,poika
iw,son,t1,w1,בֵּן
hu,son,t1,w1,fiú
id,son,t1,w1,putra
lb,son,t1,w1,jong
lt,son,t1,w1,sūnus
mk,son,t1,w1,син
ms,son,t1,w1,anak
no,son,t1,w1,sønn
pl,son,t1,w1,syn
pa,son,t1,w1,ਪੁੱਤਰ
ru,son,t1,w1,сын
sr,son,t1,w1,син
sw,son,t1,w1,mwana
sv,son,t1,w1,son
tl,son,t1,w1,anak
te,son,t1,w1,కుమారుడు
th,son,t1,w1,บุตรชาย
uk,son,t1,w1,син
af,super imaginative,t1,w1,super
sq,super imaginative,t1,w1,super
bn,super imaginative,t1,w1,সুপার
bg,super imaginative,t1,w1,супер
zh-cn,super imaginative,t1,w1,超级富有想象力
hr,super imaginative,t1,w1,super
cs,super imaginative,t1,w1,super
nl,super imaginative,t1,w1,super
et,super imaginative,t1,w1,super
fi,super imaginative,t1,w1,super
iw,super imaginative,t1,w1,סופר
hu,super imaginative,t1,w1,szuper
id,super imaginative,t1,w1,super
lb,super imaginative,t1,w1,super
lt,super imaginative,t1,w1,vaizduotė
mk,super imaginative,t1,w1,супер
ms,super imaginative,t1,w1,super
no,super imaginative,t1,w1,super
pl,super imaginative,t1,w1,super
pa,super imaginative,t1,w1,ਸੁਪਰ
ru,super imaginative,t1,w1,супер-образный
sr,super imaginative,t1,w1,супер
sw,super imaginative,t1,w1,super
sv,super imaginative,t1,w1,super
tl,super imaginative,t1,w1,sobrang
te,super imaginative,t1,w1,సూపర్
th,super imaginative,t1,w1,สุดยอดจินตนาการ
uk,super imaginative,t1,w1,супермайновий
af,super smart,t1,w1,super
sq,super smart,t1,w1,super
bn,super smart,t1,w1,সুপার
bg,super smart,t1,w1,супер
zh-cn,super smart,t1,w1,超级聪明
hr,super smart,t1,w1,super
cs,super smart,t1,w1,super
nl,super smart,t1,w1,super
et,super smart,t1,w1,super
fi,super smart,t1,w1,super
iw,super smart,t1,w1,סופר
hu,super smart,t1,w1,szuper
id,super smart,t1,w1,super
lb,super smart,t1,w1,super
lt,super smart,t1,w1,super
mk,super smart,t1,w1,супер
ms,super smart,t1,w1,super
no,super smart,t1,w1,super
pl,super smart,t1,w1,bardzo
pa,super smart,t1,w1,ਸੁਪਰ
ru,super smart,t1,w1,супер
sr,super smart,t1,w1,супер
sw,super smart,t1,w1,super
sv,super smart,t1,w1,super
tl,super smart,t1,w1,sobrang
te,super smart,t1,w1,సూపర్
th,super smart,t1,w1,สุดยอดสมาร์ท
uk,super smart,t1,w1,супер
af,wise,t1,w1,wys
sq,wise,t1,w1,i
bn,wise,t1,w1,জ্ঞানী
bg,wise,t1,w1,мъдър
zh-cn,wise,t1,w1,明智的
hr,wise,t1,w1,mudar
cs,wise,t1,w1,moudrý
nl,wise,t1,w1,wijs
et,wise,t1,w1,tark
fi,wise,t1,w1,viisas
iw,wise,t1,w1,חכם
hu,wise,t1,w1,bölcs
id,wise,t1,w1,bijaksana
lb,wise,t1,w1,méi
lt,wise,t1,w1,protingas
mk,wise,t1,w1,мудар
ms,wise,t1,w1,bijak
no,wise,t1,w1,klok
pl,wise,t1,w1,mądry
pa,wise,t1,w1,ਬੁੱਧੀਮਾਨ
ru,wise,t1,w1,мудрый
sr,wise,t1,w1,мудро
sw,wise,t1,w1,hekima
sv,wise,t1,w1,klok
tl,wise,t1,w1,matalino
te,wise,t1,w1,తెలివైన
th,wise,t1,w1,ฉลาด
uk,wise,t1,w1,мудрий
af,woman,t1,w1,vrou
sq,woman,t1,w1,grua
bn,woman,t1,w1,নারী
bg,woman,t1,w1,жена
zh-cn,woman,t1,w1,女人
hr,woman,t1,w1,žena
cs,woman,t1,w1,žena
nl,woman,t1,w1,vrouw
et,woman,t1,w1,naine
fi,woman,t1,w1,nainen
iw,woman,t1,w1,אִשָׁה
hu,woman,t1,w1,nő
id,woman,t1,w1,wanita
lb,woman,t1,w1,fra
lt,woman,t1,w1,moteris
mk,woman,t1,w1,жена
ms,woman,t1,w1,wanita
no,woman,t1,w1,kvinne
pl,woman,t1,w1,kobieta
pa,woman,t1,w1,ਔਰਤ
ru,woman,t1,w1,женщина
sr,woman,t1,w1,жена
sw,woman,t1,w1,mwanamke
sv,woman,t1,w1,kvinna
tl,woman,t1,w1,babae
te,woman,t1,w1,మహిళ
th,woman,t1,w1,หญิง
uk,woman,t1,w1,жінка
ta,brainy,t1,w2,மதியுடைய
ur,expressive,t1,w2,خیال
ur,her,t1,w2,کے
fr,hers,t1,w2,sienne
it,hers,t1,w2,sua
ur,him,t1,w2,کے
ur,his,t1,w2,کا
fr,his,t1,w2,sien
it,his,t1,w2,suo
ur,inspired,t1,w2,افزائی
fr,knowledgable,t1,w2,informé
en,super imaginative,t1,w2,imaginative
es,super imaginative,t1,w2,imaginativo
hi,super imaginative,t1,w2,कल्पनाशील
ur,super imaginative,t1,w2,تصوراتی
fr,super imaginative,t1,w2,imaginatif
pt,super imaginative,t1,w2,imaginativa
ml,super imaginative,t1,w2,ഭാവന
ta,super imaginative,t1,w2,கற்பனை
it,super imaginative,t1,w2,immaginativo
en,super smart,t1,w2,smart
es,super smart,t1,w2,inteligente
hi,super smart,t1,w2,स्मार्ट
ur,super smart,t1,w2,ہوشیار
fr,super smart,t1,w2,intelligent
pt,super smart,t1,w2,inteligente
ml,super smart,t1,w2,സ്മാർട്ട്
ta,super smart,t1,w2,ஸ்மார்ட்
it,super smart,t1,w2,intelligente
ur,wise,t1,w2,مند
tr,brother,t1,w2,kardeş
tr,daughter,t1,w2,evlat
ro,her,t1,w2,ei
el,hers,t1,w2,της
ro,hers,t1,w2,ei
ro,his,t1,w2,lui
ar,knowledgable,t1,w2,الاطلاع
tr,sister,t1,w2,kardeş
ar,super imaginative,t1,w2,الخيال
el,super imaginative,t1,w2,φαντασία
de,super imaginative,t1,w2,fantasievoll
ro,super imaginative,t1,w2,imaginativ
tr,super imaginative,t1,w2,yaratıcı
ar,super smart,t1,w2,ذكية
el,super smart,t1,w2,έξυπνος
de,super smart,t1,w2,clever
ro,super smart,t1,w2,inteligent
tr,super smart,t1,w2,akıllı
ms,boy,t1,w2,lelaki
tl,boy,t1,w2,lalaki
sq,brainy,t1,w2,tru
sq,brilliant,t1,w2,shkëlqyer
hu,brother,t1,w2,testvér
ms,brother,t1,w2,lelaki
tl,brother,t1,w2,na
sq,clever,t1,w2,zgjuar
lb,creative,t1,w2,sinn
ms,daughter,t1,w2,perempuan
tl,daughter,t1,w2,na
bg,female,t1,w2,пол
pl,female,t1,w2,żeńska
ru,female,t1,w2,пол
sr,female,t1,w2,пол
sq,her,t1,w2,saj
pa,her,t1,w2,ਦੇ
nl,hers,t1,w2,hare
hu,hers,t1,w2,övé
lb,hers,t1,w2,selwer
pa,him,t1,w2,ਨੂੰ
sq,his,t1,w2,tij
pa,his,t1,w2,ਦੇ
id,insightful,t1,w2,luas
sq,inspired,t1,w2,frymëzuar
iw,knowledgable,t1,w2,ידע
pl,knowledgable,t1,w2,poinformowany
pa,knowledgable,t1,w2,ਹੈ
pa,masterful,t1,w2,ਪਲਾਨ
sw,masterful,t1,w2,ujuzi
et,she,t1,w2,on
ms,son,t1,w2,lelaki
pa,son,t1,w2,ਨੂੰ
af,super imaginative,t1,w2,verbeeldingryk
sq,super imaginative,t1,w2,imagjinative
bn,super imaginative,t1,w2,কল্পনাপ্রবণ
bg,super imaginative,t1,w2,въображение
hr,super imaginative,t1,w2,maštovit
cs,super imaginative,t1,w2,nápaditý
nl,super imaginative,t1,w2,fantasierijk
et,super imaginative,t1,w2,kujutlusvõimeline
fi,super imaginative,t1,w2,mielikuvituksellinen
iw,super imaginative,t1,w2,דמיון
hu,super imaginative,t1,w2,fantáziadús
id,super imaginative,t1,w2,imajinatif
lb,super imaginative,t1,w2,fantasie
mk,super imaginative,t1,w2,имагинативна
ms,super imaginative,t1,w2,imajinatif
no,super imaginative,t1,w2,fantasifull
pl,super imaginative,t1,w2,wyobraźnia
pa,super imaginative,t1,w2,ਕਲਪਨਾਕ
sr,super imaginative,t1,w2,маштовито
sw,super imaginative,t1,w2,imagination
sv,super imaginative,t1,w2,fantasifulla
tl,super imaginative,t1,w2,mapanlikha
te,super imaginative,t1,w2,ఊహాత్మక
af,super smart,t1,w2,slim
sq,super smart,t1,w2,i
bn,super smart,t1,w2,স্মার্ট
bg,super smart,t1,w2,умен
hr,super smart,t1,w2,pametan
cs,super smart,t1,w2,inteligentní
nl,super smart,t1,w2,slim
et,super smart,t1,w2,tark
fi,super smart,t1,w2,älykäs
iw,super smart,t1,w2,חכם
hu,super smart,t1,w2,okos
id,super smart,t1,w2,pintar
lb,super smart,t1,w2,smart
lt,super smart,t1,w2,protingas
mk,super smart,t1,w2,паметни
ms,super smart,t1,w2,pintar
no,super smart,t1,w2,smart
pl,super smart,t1,w2,mądry
pa,super smart,t1,w2,ਸਮਾਰਟ
ru,super smart,t1,w2,умный
sr,super smart,t1,w2,паметан
sw,super smart,t1,w2,smart
sv,super smart,t1,w2,smart
tl,super smart,t1,w2,smart
te,super smart,t1,w2,స్మార్ట్
uk,super smart,t1,w2,розумний
sq,wise,t1,w2,mençur
lb,wise,t1,w2,schlau
tl,brother,t1,w3,lalaki
tl,daughter,t1,w3,babae
sq,super smart,t1,w3,zgjuar
