country_name,measure,bin,n
Denmark,es_iat_sex_age_order_implicit_resid,-1,9
Denmark,es_iat_sex_age_order_implicit_resid,-0.75,27
Denmark,es_iat_sex_age_order_implicit_resid,-0.5,89
Denmark,es_iat_sex_age_order_implicit_resid,-0.25,173
Denmark,es_iat_sex_age_order_implicit_resid,-0,323
Denmark,es_iat_sex_age_order_implicit_resid,0.25,251
Denmark,es_iat_sex_age_order_implicit_resid,0.5,124
Denmark,es_iat_sex_age_order_implicit_resid,0.75,34
Denmark,es_iat_sex_age_order_implicit_resid,1,2
Denmark,explicit_dif,-6,2
Denmark,explicit_dif,-5,1
Denmark,explicit_dif,-4,1
Denmark,explicit_dif,-3,2
Denmark,explicit_dif,-2,5
Denmark,explicit_dif,-1,13
Denmark,explicit_dif,0,279
Denmark,explicit_dif,1,208
Denmark,explicit_dif,2,281
Denmark,explicit_dif,3,101
Denmark,explicit_dif,4,92
Denmark,explicit_dif,5,22
Denmark,explicit_dif,6,16
Denmark,explicit_dif,NA,13
Denmark,overall_iat_D_score,-1,1
Denmark,overall_iat_D_score,-0.75,5
Denmark,overall_iat_D_score,-0.5,16
Denmark,overall_iat_D_score,-0.25,49
Denmark,overall_iat_D_score,0,141
Denmark,overall_iat_D_score,0.25,236
Denmark,overall_iat_D_score,0.5,319
Denmark,overall_iat_D_score,0.75,186
Denmark,overall_iat_D_score,1,71
Denmark,overall_iat_D_score,1.25,11
Denmark,overall_iat_D_score,1.5,1
Finland,es_iat_sex_age_order_explicit_resid,-4.5,1
Finland,es_iat_sex_age_order_explicit_resid,-3.5,2
Finland,es_iat_sex_age_order_explicit_resid,-2.5,16
Finland,es_iat_sex_age_order_explicit_resid,-1.75,6
Finland,es_iat_sex_age_order_explicit_resid,-1.5,326
Finland,es_iat_sex_age_order_explicit_resid,-0.75,3
Finland,es_iat_sex_age_order_explicit_resid,-0.5,286
Finland,es_iat_sex_age_order_explicit_resid,0.25,17
Finland,es_iat_sex_age_order_explicit_resid,0.5,291
Finland,es_iat_sex_age_order_explicit_resid,1.5,83
Finland,es_iat_sex_age_order_explicit_resid,2.25,3
Finland,es_iat_sex_age_order_explicit_resid,2.5,68
Finland,es_iat_sex_age_order_explicit_resid,3.5,20
Finland,es_iat_sex_age_order_explicit_resid,4.5,6
Finland,es_iat_sex_age_order_explicit_resid,NA,17
Finland,es_iat_sex_age_order_implicit_resid,-1.75,1
Finland,es_iat_sex_age_order_implicit_resid,-1.5,1
Finland,es_iat_sex_age_order_implicit_resid,-1.25,1
Finland,es_iat_sex_age_order_implicit_resid,-1,14
Finland,es_iat_sex_age_order_implicit_resid,-0.75,47
Finland,es_iat_sex_age_order_implicit_resid,-0.5,106
Finland,es_iat_sex_age_order_implicit_resid,-0.25,218
Finland,es_iat_sex_age_order_implicit_resid,-0,322
Finland,es_iat_sex_age_order_implicit_resid,0.25,267
Finland,es_iat_sex_age_order_implicit_resid,0.5,133
Finland,es_iat_sex_age_order_implicit_resid,0.75,28
Finland,es_iat_sex_age_order_implicit_resid,1,7
Finland,explicit_dif,-3,1
Finland,explicit_dif,-2,2
Finland,explicit_dif,-1,16
Finland,explicit_dif,0,332
Finland,explicit_dif,1,289
Finland,explicit_dif,2,308
Finland,explicit_dif,3,83
Finland,explicit_dif,4,71
Finland,explicit_dif,5,20
Finland,explicit_dif,6,6
Finland,explicit_dif,NA,17
Finland,overall_iat_D_score,-1.25,2
Finland,overall_iat_D_score,-1,1
Finland,overall_iat_D_score,-0.75,2
Finland,overall_iat_D_score,-0.5,20
Finland,overall_iat_D_score,-0.25,78
Finland,overall_iat_D_score,0,158
Finland,overall_iat_D_score,0.25,282
Finland,overall_iat_D_score,0.5,317
Finland,overall_iat_D_score,0.75,200
Finland,overall_iat_D_score,1,70
Finland,overall_iat_D_score,1.25,14
Finland,overall_iat_D_score,1.5,1
France,es_iat_sex_age_order_explicit_resid,-6.5,2
France,es_iat_sex_age_order_explicit_resid,-5.5,2
France,es_iat_sex_age_order_explicit_resid,-4.5,4
France,es_iat_sex_age_order_explicit_resid,-3.5,7
France,es_iat_sex_age_order_explicit_resid,-2.5,28
France,es_iat_sex_age_order_explicit_resid,-1.75,43
France,es_iat_sex_age_order_explicit_resid,-1.5,798
France,es_iat_sex_age_order_explicit_resid,-0.75,13
France,es_iat_sex_age_order_explicit_resid,-0.5,480
France,es_iat_sex_age_order_explicit_resid,0.25,27
France,es_iat_sex_age_order_explicit_resid,0.5,609
France,es_iat_sex_age_order_explicit_resid,1.25,8
France,es_iat_sex_age_order_explicit_resid,1.5,229
France,es_iat_sex_age_order_explicit_resid,2.25,14
France,es_iat_sex_age_order_explicit_resid,2.5,223
France,es_iat_sex_age_order_explicit_resid,3.25,8
France,es_iat_sex_age_order_explicit_resid,3.5,81
France,es_iat_sex_age_order_explicit_resid,4.25,6
France,es_iat_sex_age_order_explicit_resid,4.5,83
France,es_iat_sex_age_order_explicit_resid,NA,40
France,es_iat_sex_age_order_implicit_resid,-1.25,11
France,es_iat_sex_age_order_implicit_resid,-1,18
France,es_iat_sex_age_order_implicit_resid,-0.75,101
France,es_iat_sex_age_order_implicit_resid,-0.5,256
France,es_iat_sex_age_order_implicit_resid,-0.25,563
France,es_iat_sex_age_order_implicit_resid,-0,762
France,es_iat_sex_age_order_implicit_resid,0.25,634
France,es_iat_sex_age_order_implicit_resid,0.5,292
France,es_iat_sex_age_order_implicit_resid,0.75,61
France,es_iat_sex_age_order_implicit_resid,1,7
France,explicit_dif,-5,2
France,explicit_dif,-4,2
France,explicit_dif,-3,4
France,explicit_dif,-2,7
France,explicit_dif,-1,28
France,explicit_dif,0,841
France,explicit_dif,1,493
France,explicit_dif,2,636
France,explicit_dif,3,237
France,explicit_dif,4,237
France,explicit_dif,5,89
France,explicit_dif,6,89
France,explicit_dif,NA,40
France,overall_iat_D_score,-1,2
France,overall_iat_D_score,-0.75,15
France,overall_iat_D_score,-0.5,51
France,overall_iat_D_score,-0.25,162
France,overall_iat_D_score,0,393
France,overall_iat_D_score,0.25,675
France,overall_iat_D_score,0.5,712
France,overall_iat_D_score,0.75,498
France,overall_iat_D_score,1,165
France,overall_iat_D_score,1.25,32
Germany,es_iat_sex_age_order_explicit_resid,-7.5,2
Germany,es_iat_sex_age_order_explicit_resid,-6.5,1
Germany,es_iat_sex_age_order_explicit_resid,-5.5,6
Germany,es_iat_sex_age_order_explicit_resid,-4.75,1
Germany,es_iat_sex_age_order_explicit_resid,-4.5,5
Germany,es_iat_sex_age_order_explicit_resid,-3.75,1
Germany,es_iat_sex_age_order_explicit_resid,-3.5,14
Germany,es_iat_sex_age_order_explicit_resid,-2.5,42
Germany,es_iat_sex_age_order_explicit_resid,-1.75,53
Germany,es_iat_sex_age_order_explicit_resid,-1.5,1002
Germany,es_iat_sex_age_order_explicit_resid,-0.75,33
Germany,es_iat_sex_age_order_explicit_resid,-0.5,844
Germany,es_iat_sex_age_order_explicit_resid,0.25,58
Germany,es_iat_sex_age_order_explicit_resid,0.5,1142
Germany,es_iat_sex_age_order_explicit_resid,1.25,20
Germany,es_iat_sex_age_order_explicit_resid,1.5,486
Germany,es_iat_sex_age_order_explicit_resid,2.25,30
Germany,es_iat_sex_age_order_explicit_resid,2.5,460
Germany,es_iat_sex_age_order_explicit_resid,3.25,8
Germany,es_iat_sex_age_order_explicit_resid,3.5,186
Germany,es_iat_sex_age_order_explicit_resid,4.25,6
Germany,es_iat_sex_age_order_explicit_resid,4.5,117
Germany,es_iat_sex_age_order_explicit_resid,NA,85
Germany,es_iat_sex_age_order_implicit_resid,-1.5,2
Germany,es_iat_sex_age_order_implicit_resid,-1.25,7
Germany,es_iat_sex_age_order_implicit_resid,-1,37
Germany,es_iat_sex_age_order_implicit_resid,-0.75,131
Germany,es_iat_sex_age_order_implicit_resid,-0.5,419
Germany,es_iat_sex_age_order_implicit_resid,-0.25,902
Germany,es_iat_sex_age_order_implicit_resid,0,1262
Germany,es_iat_sex_age_order_implicit_resid,0.25,1146
Germany,es_iat_sex_age_order_implicit_resid,0.5,548
Germany,es_iat_sex_age_order_implicit_resid,0.75,132
Germany,es_iat_sex_age_order_implicit_resid,1,16
Germany,explicit_dif,-6,2
Germany,explicit_dif,-5,1
Germany,explicit_dif,-4,6
Germany,explicit_dif,-3,6
Germany,explicit_dif,-2,15
Germany,explicit_dif,-1,42
Germany,explicit_dif,0,1055
Germany,explicit_dif,1,877
Germany,explicit_dif,2,1200
Germany,explicit_dif,3,506
Germany,explicit_dif,4,490
Germany,explicit_dif,5,194
Germany,explicit_dif,6,123
Germany,explicit_dif,NA,85
Germany,overall_iat_D_score,-1.25,1
Germany,overall_iat_D_score,-1,4
Germany,overall_iat_D_score,-0.75,15
Germany,overall_iat_D_score,-0.5,72
Germany,overall_iat_D_score,-0.25,266
Germany,overall_iat_D_score,0,613
Germany,overall_iat_D_score,0.25,1086
Germany,overall_iat_D_score,0.5,1262
Germany,overall_iat_D_score,0.75,933
Germany,overall_iat_D_score,1,302
Germany,overall_iat_D_score,1.25,47
Germany,overall_iat_D_score,1.5,1
Hong Kong,es_iat_sex_age_order_explicit_resid,-7.5,1
Hong Kong,es_iat_sex_age_order_explicit_resid,-6.5,1
Hong Kong,es_iat_sex_age_order_explicit_resid,-5.5,1
Hong Kong,es_iat_sex_age_order_explicit_resid,-4.75,1
Hong Kong,es_iat_sex_age_order_explicit_resid,-4.5,6
Hong Kong,es_iat_sex_age_order_explicit_resid,-3.5,12
Hong Kong,es_iat_sex_age_order_explicit_resid,-2.75,2
Hong Kong,es_iat_sex_age_order_explicit_resid,-2.5,22
Hong Kong,es_iat_sex_age_order_explicit_resid,-1.75,20
Hong Kong,es_iat_sex_age_order_explicit_resid,-1.5,257
Hong Kong,es_iat_sex_age_order_explicit_resid,-0.75,19
Hong Kong,es_iat_sex_age_order_explicit_resid,-0.5,220
Hong Kong,es_iat_sex_age_order_explicit_resid,0.25,23
Hong Kong,es_iat_sex_age_order_explicit_resid,0.5,254
Hong Kong,es_iat_sex_age_order_explicit_resid,1.25,7
Hong Kong,es_iat_sex_age_order_explicit_resid,1.5,103
Hong Kong,es_iat_sex_age_order_explicit_resid,2.25,4
Hong Kong,es_iat_sex_age_order_explicit_resid,2.5,105
Hong Kong,es_iat_sex_age_order_explicit_resid,3.25,2
Hong Kong,es_iat_sex_age_order_explicit_resid,3.5,30
Hong Kong,es_iat_sex_age_order_explicit_resid,4.25,2
Hong Kong,es_iat_sex_age_order_explicit_resid,4.5,18
Hong Kong,es_iat_sex_age_order_explicit_resid,NA,18
Hong Kong,es_iat_sex_age_order_implicit_resid,-1,9
Hong Kong,es_iat_sex_age_order_implicit_resid,-0.75,34
Hong Kong,es_iat_sex_age_order_implicit_resid,-0.5,116
Hong Kong,es_iat_sex_age_order_implicit_resid,-0.25,235
Hong Kong,es_iat_sex_age_order_implicit_resid,0,283
Hong Kong,es_iat_sex_age_order_implicit_resid,0.25,296
Hong Kong,es_iat_sex_age_order_implicit_resid,0.5,114
Hong Kong,es_iat_sex_age_order_implicit_resid,0.75,37
Hong Kong,es_iat_sex_age_order_implicit_resid,1,4
Hong Kong,explicit_dif,-6,1
Hong Kong,explicit_dif,-5,1
Hong Kong,explicit_dif,-4,1
Hong Kong,explicit_dif,-3,7
Hong Kong,explicit_dif,-2,12
Hong Kong,explicit_dif,-1,24
Hong Kong,explicit_dif,0,277
Hong Kong,explicit_dif,1,239
Hong Kong,explicit_dif,2,277
Hong Kong,explicit_dif,3,110
Hong Kong,explicit_dif,4,109
Hong Kong,explicit_dif,5,32
Hong Kong,explicit_dif,6,20
Hong Kong,explicit_dif,NA,18
Hong Kong,overall_iat_D_score,-0.75,1
Hong Kong,overall_iat_D_score,-0.5,24
Hong Kong,overall_iat_D_score,-0.25,72
Hong Kong,overall_iat_D_score,-0,179
Hong Kong,overall_iat_D_score,0.25,232
Hong Kong,overall_iat_D_score,0.5,339
Hong Kong,overall_iat_D_score,0.75,191
Hong Kong,overall_iat_D_score,1,78
Hong Kong,overall_iat_D_score,1.25,11
Hong Kong,overall_iat_D_score,1.5,1
India,es_iat_sex_age_order_explicit_resid,-7.5,2
India,es_iat_sex_age_order_explicit_resid,-6.5,2
India,es_iat_sex_age_order_explicit_resid,-5.5,4
India,es_iat_sex_age_order_explicit_resid,-4.5,19
India,es_iat_sex_age_order_explicit_resid,-3.75,1
India,es_iat_sex_age_order_explicit_resid,-3.5,22
India,es_iat_sex_age_order_explicit_resid,-2.75,2
India,es_iat_sex_age_order_explicit_resid,-2.5,86
India,es_iat_sex_age_order_explicit_resid,-1.75,121
India,es_iat_sex_age_order_explicit_resid,-1.5,1320
India,es_iat_sex_age_order_explicit_resid,-0.75,46
India,es_iat_sex_age_order_explicit_resid,-0.5,668
India,es_iat_sex_age_order_explicit_resid,0.25,58
India,es_iat_sex_age_order_explicit_resid,0.5,756
India,es_iat_sex_age_order_explicit_resid,1.25,31
India,es_iat_sex_age_order_explicit_resid,1.5,337
India,es_iat_sex_age_order_explicit_resid,2.25,42
India,es_iat_sex_age_order_explicit_resid,2.5,403
India,es_iat_sex_age_order_explicit_resid,3.25,17
India,es_iat_sex_age_order_explicit_resid,3.5,172
India,es_iat_sex_age_order_explicit_resid,4.25,8
India,es_iat_sex_age_order_explicit_resid,4.5,154
India,es_iat_sex_age_order_explicit_resid,NA,70
India,es_iat_sex_age_order_implicit_resid,-1.5,1
India,es_iat_sex_age_order_implicit_resid,-1.25,13
India,es_iat_sex_age_order_implicit_resid,-1,44
India,es_iat_sex_age_order_implicit_resid,-0.75,185
India,es_iat_sex_age_order_implicit_resid,-0.5,538
India,es_iat_sex_age_order_implicit_resid,-0.25,981
India,es_iat_sex_age_order_implicit_resid,0,1236
India,es_iat_sex_age_order_implicit_resid,0.25,924
India,es_iat_sex_age_order_implicit_resid,0.5,354
India,es_iat_sex_age_order_implicit_resid,0.75,61
India,es_iat_sex_age_order_implicit_resid,1,4
India,explicit_dif,-6,2
India,explicit_dif,-5,2
India,explicit_dif,-4,4
India,explicit_dif,-3,19
India,explicit_dif,-2,23
India,explicit_dif,-1,88
India,explicit_dif,0,1441
India,explicit_dif,1,714
India,explicit_dif,2,814
India,explicit_dif,3,368
India,explicit_dif,4,445
India,explicit_dif,5,189
India,explicit_dif,6,162
India,explicit_dif,NA,70
India,overall_iat_D_score,-1,7
India,overall_iat_D_score,-0.75,22
India,overall_iat_D_score,-0.5,113
India,overall_iat_D_score,-0.25,366
India,overall_iat_D_score,0,760
India,overall_iat_D_score,0.25,1181
India,overall_iat_D_score,0.5,1099
India,overall_iat_D_score,0.75,608
India,overall_iat_D_score,1,165
India,overall_iat_D_score,1.25,19
India,overall_iat_D_score,1.5,1
Indonesia,es_iat_sex_age_order_explicit_resid,-6.5,1
Indonesia,es_iat_sex_age_order_explicit_resid,-4.5,2
Indonesia,es_iat_sex_age_order_explicit_resid,-3.5,5
Indonesia,es_iat_sex_age_order_explicit_resid,-2.5,11
Indonesia,es_iat_sex_age_order_explicit_resid,-1.75,7
Indonesia,es_iat_sex_age_order_explicit_resid,-1.5,116
Indonesia,es_iat_sex_age_order_explicit_resid,-0.75,1
Indonesia,es_iat_sex_age_order_explicit_resid,-0.5,59
Indonesia,es_iat_sex_age_order_explicit_resid,0.25,4
Indonesia,es_iat_sex_age_order_explicit_resid,0.5,70
Indonesia,es_iat_sex_age_order_explicit_resid,1.5,33
Indonesia,es_iat_sex_age_order_explicit_resid,2.25,3
Indonesia,es_iat_sex_age_order_explicit_resid,2.5,45
Indonesia,es_iat_sex_age_order_explicit_resid,3.25,2
Indonesia,es_iat_sex_age_order_explicit_resid,3.5,14
Indonesia,es_iat_sex_age_order_explicit_resid,4.25,1
Indonesia,es_iat_sex_age_order_explicit_resid,4.5,15
Indonesia,es_iat_sex_age_order_explicit_resid,NA,12
Indonesia,es_iat_sex_age_order_implicit_resid,-1,2
Indonesia,es_iat_sex_age_order_implicit_resid,-0.75,15
Indonesia,es_iat_sex_age_order_implicit_resid,-0.5,54
Indonesia,es_iat_sex_age_order_implicit_resid,-0.25,80
Indonesia,es_iat_sex_age_order_implicit_resid,0,133
Indonesia,es_iat_sex_age_order_implicit_resid,0.25,81
Indonesia,es_iat_sex_age_order_implicit_resid,0.5,29
Indonesia,es_iat_sex_age_order_implicit_resid,0.75,6
Indonesia,es_iat_sex_age_order_implicit_resid,1,1
Indonesia,explicit_dif,-5,1
Indonesia,explicit_dif,-3,2
Indonesia,explicit_dif,-2,5
Indonesia,explicit_dif,-1,11
Indonesia,explicit_dif,0,123
Indonesia,explicit_dif,1,60
Indonesia,explicit_dif,2,74
Indonesia,explicit_dif,3,33
Indonesia,explicit_dif,4,48
Indonesia,explicit_dif,5,16
Indonesia,explicit_dif,6,16
Indonesia,explicit_dif,NA,12
Indonesia,overall_iat_D_score,-0.75,1
Indonesia,overall_iat_D_score,-0.5,6
Indonesia,overall_iat_D_score,-0.25,38
Indonesia,overall_iat_D_score,0,72
Indonesia,overall_iat_D_score,0.25,104
Indonesia,overall_iat_D_score,0.5,113
Indonesia,overall_iat_D_score,0.75,45
Indonesia,overall_iat_D_score,1,20
Indonesia,overall_iat_D_score,1.25,2
Ireland,es_iat_sex_age_order_explicit_resid,-6.5,1
Ireland,es_iat_sex_age_order_explicit_resid,-5.5,1
Ireland,es_iat_sex_age_order_explicit_resid,-4.5,7
Ireland,es_iat_sex_age_order_explicit_resid,-3.75,1
Ireland,es_iat_sex_age_order_explicit_resid,-3.5,12
Ireland,es_iat_sex_age_order_explicit_resid,-2.75,1
Ireland,es_iat_sex_age_order_explicit_resid,-2.5,30
Ireland,es_iat_sex_age_order_explicit_resid,-1.75,43
Ireland,es_iat_sex_age_order_explicit_resid,-1.5,835
Ireland,es_iat_sex_age_order_explicit_resid,-0.75,31
Ireland,es_iat_sex_age_order_explicit_resid,-0.5,568
Ireland,es_iat_sex_age_order_explicit_resid,0.25,40
Ireland,es_iat_sex_age_order_explicit_resid,0.5,554
Ireland,es_iat_sex_age_order_explicit_resid,1.25,11
Ireland,es_iat_sex_age_order_explicit_resid,1.5,232
Ireland,es_iat_sex_age_order_explicit_resid,2.25,16
Ireland,es_iat_sex_age_order_explicit_resid,2.5,210
Ireland,es_iat_sex_age_order_explicit_resid,3.25,11
Ireland,es_iat_sex_age_order_explicit_resid,3.5,99
Ireland,es_iat_sex_age_order_explicit_resid,4.25,8
Ireland,es_iat_sex_age_order_explicit_resid,4.5,61
Ireland,es_iat_sex_age_order_explicit_resid,NA,40
Ireland,es_iat_sex_age_order_implicit_resid,-1.5,3
Ireland,es_iat_sex_age_order_implicit_resid,-1.25,3
Ireland,es_iat_sex_age_order_implicit_resid,-1,25
Ireland,es_iat_sex_age_order_implicit_resid,-0.75,112
Ireland,es_iat_sex_age_order_implicit_resid,-0.5,282
Ireland,es_iat_sex_age_order_implicit_resid,-0.25,577
Ireland,es_iat_sex_age_order_implicit_resid,-0,779
Ireland,es_iat_sex_age_order_implicit_resid,0.25,618
Ireland,es_iat_sex_age_order_implicit_resid,0.5,346
Ireland,es_iat_sex_age_order_implicit_resid,0.75,60
Ireland,es_iat_sex_age_order_implicit_resid,1,7
Ireland,explicit_dif,-5,1
Ireland,explicit_dif,-4,1
Ireland,explicit_dif,-3,7
Ireland,explicit_dif,-2,13
Ireland,explicit_dif,-1,31
Ireland,explicit_dif,0,878
Ireland,explicit_dif,1,599
Ireland,explicit_dif,2,594
Ireland,explicit_dif,3,243
Ireland,explicit_dif,4,226
Ireland,explicit_dif,5,110
Ireland,explicit_dif,6,69
Ireland,explicit_dif,NA,40
Ireland,overall_iat_D_score,-1.25,2
Ireland,overall_iat_D_score,-1,2
Ireland,overall_iat_D_score,-0.75,14
Ireland,overall_iat_D_score,-0.5,60
Ireland,overall_iat_D_score,-0.25,182
Ireland,overall_iat_D_score,-0,405
Ireland,overall_iat_D_score,0.25,687
Ireland,overall_iat_D_score,0.5,703
Ireland,overall_iat_D_score,0.75,537
Ireland,overall_iat_D_score,1,201
Ireland,overall_iat_D_score,1.25,19
Israel,es_iat_sex_age_order_explicit_resid,-3.5,4
Israel,es_iat_sex_age_order_explicit_resid,-2.5,4
Israel,es_iat_sex_age_order_explicit_resid,-1.75,7
Israel,es_iat_sex_age_order_explicit_resid,-1.5,197
Israel,es_iat_sex_age_order_explicit_resid,-0.75,6
Israel,es_iat_sex_age_order_explicit_resid,-0.5,137
Israel,es_iat_sex_age_order_explicit_resid,0.25,10
Israel,es_iat_sex_age_order_explicit_resid,0.5,179
Israel,es_iat_sex_age_order_explicit_resid,1.25,2
Israel,es_iat_sex_age_order_explicit_resid,1.5,76
Israel,es_iat_sex_age_order_explicit_resid,2.25,5
Israel,es_iat_sex_age_order_explicit_resid,2.5,58
Israel,es_iat_sex_age_order_explicit_resid,3.25,1
Israel,es_iat_sex_age_order_explicit_resid,3.5,29
Israel,es_iat_sex_age_order_explicit_resid,4.25,1
Israel,es_iat_sex_age_order_explicit_resid,4.5,19
Israel,es_iat_sex_age_order_explicit_resid,NA,23
Israel,es_iat_sex_age_order_implicit_resid,-1.25,1
Israel,es_iat_sex_age_order_implicit_resid,-1,6
Israel,es_iat_sex_age_order_implicit_resid,-0.75,33
Israel,es_iat_sex_age_order_implicit_resid,-0.5,67
Israel,es_iat_sex_age_order_implicit_resid,-0.25,144
Israel,es_iat_sex_age_order_implicit_resid,-0,195
Israel,es_iat_sex_age_order_implicit_resid,0.25,182
Israel,es_iat_sex_age_order_implicit_resid,0.5,105
Israel,es_iat_sex_age_order_implicit_resid,0.75,22
Israel,es_iat_sex_age_order_implicit_resid,1,3
Israel,explicit_dif,-2,4
Israel,explicit_dif,-1,4
Israel,explicit_dif,0,204
Israel,explicit_dif,1,143
Israel,explicit_dif,2,189
Israel,explicit_dif,3,78
Israel,explicit_dif,4,63
Israel,explicit_dif,5,30
Israel,explicit_dif,6,20
Israel,explicit_dif,NA,23
Israel,overall_iat_D_score,-0.75,3
Israel,overall_iat_D_score,-0.5,21
Israel,overall_iat_D_score,-0.25,43
Israel,overall_iat_D_score,0,95
Israel,overall_iat_D_score,0.25,170
Israel,overall_iat_D_score,0.5,194
Israel,overall_iat_D_score,0.75,163
Israel,overall_iat_D_score,1,62
Israel,overall_iat_D_score,1.25,6
Israel,overall_iat_D_score,1.5,1
Italy,es_iat_sex_age_order_explicit_resid,-6.5,1
Italy,es_iat_sex_age_order_explicit_resid,-5.5,1
Italy,es_iat_sex_age_order_explicit_resid,-4.75,1
Italy,es_iat_sex_age_order_explicit_resid,-4.5,1
Italy,es_iat_sex_age_order_explicit_resid,-3.5,7
Italy,es_iat_sex_age_order_explicit_resid,-2.5,11
Italy,es_iat_sex_age_order_explicit_resid,-1.75,22
Italy,es_iat_sex_age_order_explicit_resid,-1.5,273
Italy,es_iat_sex_age_order_explicit_resid,-0.75,12
Italy,es_iat_sex_age_order_explicit_resid,-0.5,206
Italy,es_iat_sex_age_order_explicit_resid,0.25,24
Italy,es_iat_sex_age_order_explicit_resid,0.5,200
Italy,es_iat_sex_age_order_explicit_resid,1.25,10
Italy,es_iat_sex_age_order_explicit_resid,1.5,105
Italy,es_iat_sex_age_order_explicit_resid,2.25,16
Italy,es_iat_sex_age_order_explicit_resid,2.5,114
Italy,es_iat_sex_age_order_explicit_resid,3.25,4
Italy,es_iat_sex_age_order_explicit_resid,3.5,46
Italy,es_iat_sex_age_order_explicit_resid,4.25,2
Italy,es_iat_sex_age_order_explicit_resid,4.5,42
Italy,es_iat_sex_age_order_explicit_resid,NA,16
Italy,es_iat_sex_age_order_implicit_resid,-1.25,2
Italy,es_iat_sex_age_order_implicit_resid,-1,9
Italy,es_iat_sex_age_order_implicit_resid,-0.75,37
Italy,es_iat_sex_age_order_implicit_resid,-0.5,100
Italy,es_iat_sex_age_order_implicit_resid,-0.25,177
Italy,es_iat_sex_age_order_implicit_resid,-0,344
Italy,es_iat_sex_age_order_implicit_resid,0.25,279
Italy,es_iat_sex_age_order_implicit_resid,0.5,131
Italy,es_iat_sex_age_order_implicit_resid,0.75,34
Italy,es_iat_sex_age_order_implicit_resid,1,1
Italy,explicit_dif,-5,1
Italy,explicit_dif,-4,1
Italy,explicit_dif,-3,2
Italy,explicit_dif,-2,7
Italy,explicit_dif,-1,11
Italy,explicit_dif,0,295
Italy,explicit_dif,1,218
Italy,explicit_dif,2,224
Italy,explicit_dif,3,115
Italy,explicit_dif,4,130
Italy,explicit_dif,5,50
Italy,explicit_dif,6,44
Italy,explicit_dif,NA,16
Italy,overall_iat_D_score,-1,1
Italy,overall_iat_D_score,-0.75,4
Italy,overall_iat_D_score,-0.5,15
Italy,overall_iat_D_score,-0.25,72
Italy,overall_iat_D_score,0,141
Italy,overall_iat_D_score,0.25,243
Italy,overall_iat_D_score,0.5,316
Italy,overall_iat_D_score,0.75,223
Italy,overall_iat_D_score,1,85
Italy,overall_iat_D_score,1.25,14
Japan,es_iat_sex_age_order_explicit_resid,-7.5,1
Japan,es_iat_sex_age_order_explicit_resid,-6.5,2
Japan,es_iat_sex_age_order_explicit_resid,-5.5,3
Japan,es_iat_sex_age_order_explicit_resid,-4.5,8
Japan,es_iat_sex_age_order_explicit_resid,-3.75,2
Japan,es_iat_sex_age_order_explicit_resid,-3.5,8
Japan,es_iat_sex_age_order_explicit_resid,-2.75,2
Japan,es_iat_sex_age_order_explicit_resid,-2.5,38
Japan,es_iat_sex_age_order_explicit_resid,-1.75,39
Japan,es_iat_sex_age_order_explicit_resid,-1.5,312
Japan,es_iat_sex_age_order_explicit_resid,-0.75,14
Japan,es_iat_sex_age_order_explicit_resid,-0.5,221
Japan,es_iat_sex_age_order_explicit_resid,0.25,11
Japan,es_iat_sex_age_order_explicit_resid,0.5,262
Japan,es_iat_sex_age_order_explicit_resid,1.25,3
Japan,es_iat_sex_age_order_explicit_resid,1.5,84
Japan,es_iat_sex_age_order_explicit_resid,2.25,13
Japan,es_iat_sex_age_order_explicit_resid,2.5,112
Japan,es_iat_sex_age_order_explicit_resid,3.25,4
Japan,es_iat_sex_age_order_explicit_resid,3.5,39
Japan,es_iat_sex_age_order_explicit_resid,4.25,3
Japan,es_iat_sex_age_order_explicit_resid,4.5,29
Japan,es_iat_sex_age_order_explicit_resid,NA,30
Japan,es_iat_sex_age_order_implicit_resid,-1.25,2
Japan,es_iat_sex_age_order_implicit_resid,-1,10
Japan,es_iat_sex_age_order_implicit_resid,-0.75,40
Japan,es_iat_sex_age_order_implicit_resid,-0.5,130
Japan,es_iat_sex_age_order_implicit_resid,-0.25,246
Japan,es_iat_sex_age_order_implicit_resid,-0,323
Japan,es_iat_sex_age_order_implicit_resid,0.25,283
Japan,es_iat_sex_age_order_implicit_resid,0.5,151
Japan,es_iat_sex_age_order_implicit_resid,0.75,49
Japan,es_iat_sex_age_order_implicit_resid,1,6
Japan,explicit_dif,-6,1
Japan,explicit_dif,-5,2
Japan,explicit_dif,-4,3
Japan,explicit_dif,-3,8
Japan,explicit_dif,-2,10
Japan,explicit_dif,-1,40
Japan,explicit_dif,0,351
Japan,explicit_dif,1,235
Japan,explicit_dif,2,273
Japan,explicit_dif,3,87
Japan,explicit_dif,4,125
Japan,explicit_dif,5,43
Japan,explicit_dif,6,32
Japan,explicit_dif,NA,30
Japan,overall_iat_D_score,-1,2
Japan,overall_iat_D_score,-0.75,2
Japan,overall_iat_D_score,-0.5,25
Japan,overall_iat_D_score,-0.25,81
Japan,overall_iat_D_score,0,167
Japan,overall_iat_D_score,0.25,308
Japan,overall_iat_D_score,0.5,324
Japan,overall_iat_D_score,0.75,215
Japan,overall_iat_D_score,1,95
Japan,overall_iat_D_score,1.25,21
Malaysia,es_iat_sex_age_order_explicit_resid,-7.5,1
