word,language,gender,translation_id,word_id,translation
baker,french,F,t1,w1,boulangère
author,french,F,t1,w1,auteur
athlete,french,F,t1,w1,athlète
lawyer,french,F,t1,w1,avocate
doctor/physician,french,F,t1,w1,docteur
professor,french,F,t1,w1,professeur
governor,french,F,t1,w1,directrice
judge,french,F,t1,w1,juge
sailor,french,F,t1,w1,pêcheur
postman/postwoman,french,F,t1,w1,facteur
mechanic,french,F,t1,w1,mécanicienne
hunter,french,F,t1,w1,chasseuse
firefighter,french,F,t1,w1,pompier
dancer,hebrew,F,t1,w1,רקדנית
nurse,hebrew,F,t1,w1,אחות
singer,hebrew,F,t1,w1,זמרת
cleaner,hebrew,F,t1,w1,מנקה
secretary,hebrew,F,t1,w1,מזכירה
waiter,hebrew,F,t1,w1,מלצרית
journalist,hebrew,F,t1,w1,עיתונאית
baker,hebrew,F,t1,w1,אופה
author,hebrew,F,t1,w1,סופרת
athlete,hebrew,F,t1,w1,ספורטאית
lawyer,hebrew,F,t1,w1,עורכת
doctor/physician,hebrew,F,t1,w1,רופאה
professor,hebrew,F,t1,w1,פרופסורית
governor,hebrew,F,t1,w1,מושלת
judge,hebrew,F,t1,w1,שופטת
sailor,hebrew,F,t1,w1,מלח
postman/postwoman,hebrew,F,t1,w1,דורית
mechanic,hebrew,F,t1,w1,מכונאית
hunter,hebrew,F,t1,w1,ציידת
firefighter,hebrew,F,t1,w1,כבאית
dancer,hindi,F,t1,w1,नर्तकी
nurse,hindi,F,t1,w1,नर्स
singer,hindi,F,t1,w1,गायक
cleaner,hindi,F,t1,w1,सफाईकर्मी
secretary,hindi,F,t1,w1,सहायक
waiter,hindi,F,t1,w1,महिला
journalist,hindi,F,t1,w1,पत्रकार
baker,hindi,F,t1,w1,बेकर
author,hindi,F,t1,w1,लेखक
athlete,hindi,F,t1,w1,खिलाड़ी
lawyer,hindi,F,t1,w1,वकील
doctor/physician,hindi,F,t1,w1,चिकित्सक
professor,hindi,F,t1,w1,प्राध्यापक
governor,hindi,F,t1,w1,राज्यपाल
judge,hindi,F,t1,w1,न्यायाधीश
sailor,hindi,F,t1,w1,नाविक
postman/postwoman,hindi,F,t1,w1,डाकिया
mechanic,hindi,F,t1,w1,मिस्त्री
hunter,hindi,F,t1,w1,शिकारी
firefighter,hindi,F,t1,w1,अग्निशमन
dancer,"Serbian (latin)
",F,t1,w1,plesačica
nurse,"Serbian (latin)
",F,t1,w1,tehničar
singer,"Serbian (latin)
",F,t1,w1,pevačica
cleaner,"Serbian (latin)
",F,t1,w1,čistačica
secretary,"Serbian (latin)
",F,t1,w1,sekretarica
waiter,"Serbian (latin)
",F,t1,w1,konobarica
journalist,"Serbian (latin)
",F,t1,w1,novinarka
baker,"Serbian (latin)
",F,t1,w1,pekarka
author,"Serbian (latin)
",F,t1,w1,autorka
athlete,"Serbian (latin)
",F,t1,w1,sportistkinja
lawyer,"Serbian (latin)
",F,t1,w1,advokatica
doctor/physician,"Serbian (latin)
",F,t1,w1,doktorka
professor,"Serbian (latin)
",F,t1,w1,profesorka
governor,"Serbian (latin)
",F,t1,w1,guverner
judge,"Serbian (latin)
",F,t1,w1,sudija
sailor,"Serbian (latin)
",F,t1,w1,mornar
postman/postwoman,"Serbian (latin)
",F,t1,w1,poštar
mechanic,"Serbian (latin)
",F,t1,w1,mehaničarka
hunter,"Serbian (latin)
",F,t1,w1,lovac
firefighter,"Serbian (latin)
",F,t1,w1,vatrogasac
dancer,serbian (cyrillic),F,t1,w1,плесачица
nurse,serbian (cyrillic),F,t1,w1,техничар
singer,serbian (cyrillic),F,t1,w1,певачица
cleaner,serbian (cyrillic),F,t1,w1,чистачица
secretary,serbian (cyrillic),F,t1,w1,секретарица
waiter,serbian (cyrillic),F,t1,w1,конобарица
journalist,serbian (cyrillic),F,t1,w1,новинарка
baker,serbian (cyrillic),F,t1,w1,пекарка
author,serbian (cyrillic),F,t1,w1,ауторка
athlete,serbian (cyrillic),F,t1,w1,спортисткиња
lawyer,serbian (cyrillic),F,t1,w1,адвокатица
doctor/physician,serbian (cyrillic),F,t1,w1,докторка
professor,serbian (cyrillic),F,t1,w1,професорка
governor,serbian (cyrillic),F,t1,w1,гувернер
judge,serbian (cyrillic),F,t1,w1,судија
sailor,serbian (cyrillic),F,t1,w1,морнар
postman/postwoman,serbian (cyrillic),F,t1,w1,поштар
mechanic,serbian (cyrillic),F,t1,w1,механичарка
hunter,serbian (cyrillic),F,t1,w1,ловац
firefighter,serbian (cyrillic),F,t1,w1,ватрогасац
dancer,indonesian,F,t1,w1,penari
nurse,indonesian,F,t1,w1,perawat
singer,indonesian,F,t1,w1,penyanyi
cleaner,indonesian,F,t1,w1,petugas
secretary,indonesian,F,t1,w1,sekretaris
waiter,indonesian,F,t1,w1,pelayan
journalist,indonesian,F,t1,w1,jurnalis
baker,indonesian,F,t1,w1,tukang
author,indonesian,F,t1,w1,pengarang
athlete,indonesian,F,t1,w1,atlet
lawyer,indonesian,F,t1,w1,pengacara
doctor/physician,indonesian,F,t1,w1,dokter
professor,indonesian,F,t1,w1,profesor
governor,indonesian,F,t1,w1,gubernur
judge,indonesian,F,t1,w1,mengadili
sailor,indonesian,F,t1,w1,kelasi
postman/postwoman,indonesian,F,t1,w1,tukang
mechanic,indonesian,F,t1,w1,montir
hunter,indonesian,F,t1,w1,berburu
firefighter,indonesian,F,t1,w1,petugas
dancer,italian,F,t1,w1,ballerina
nurse,italian,F,t1,w1,infermiera
singer,italian,F,t1,w1,cantante
cleaner,italian,F,t1,w1,inserviente
secretary,italian,F,t1,w1,segretaria
waiter,italian,F,t1,w1,cameriera
journalist,italian,F,t1,w1,giornalista
baker,italian,F,t1,w1,fornaia
author,italian,F,t1,w1,autrice
athlete,italian,F,t1,w1,atleta
lawyer,italian,F,t1,w1,avvocatessa
doctor/physician,italian,F,t1,w1,dottoressa
professor,italian,F,t1,w1,professoressa
governor,italian,F,t1,w1,governatrice
judge,italian,F,t1,w1,giudice
sailor,italian,F,t1,w1,marinaio
postman/postwoman,italian,F,t1,w1,postina
mechanic,italian,F,t1,w1,meccanico
hunter,italian,F,t1,w1,cacciatrice
firefighter,italian,F,t1,w1,pompiere
dancer,japanese,F,t1,w1,ダンサ
nurse,japanese,F,t1,w1,看護婦
singer,japanese,F,t1,w1,歌手
cleaner,japanese,F,t1,w1,清掃員
secretary,japanese,F,t1,w1,秘書
waiter,japanese,F,t1,w1,ウェイタレス
journalist,japanese,F,t1,w1,記者
baker,japanese,F,t1,w1,パン屋
author,japanese,F,t1,w1,作者
athlete,japanese,F,t1,w1,選手
lawyer,japanese,F,t1,w1,弁護士
doctor/physician,japanese,F,t1,w1,医者
professor,japanese,F,t1,w1,教授
governor,japanese,F,t1,w1,知事
judge,japanese,F,t1,w1,裁判官
sailor,japanese,F,t1,w1,船員
postman/postwoman,japanese,F,t1,w1,郵便配達員
mechanic,japanese,F,t1,w1,メカニック
hunter,japanese,F,t1,w1,猟師
firefighter,japanese,F,t1,w1,消防士
dancer,dutch,F,t1,w1,danseres
nurse,dutch,F,t1,w1,zuster
singer,dutch,F,t1,w1,zangeres
cleaner,dutch,F,t1,w1,schoonmaakster
secretary,dutch,F,t1,w1,secretaresse
waiter,dutch,F,t1,w1,serveerster
journalist,dutch,F,t1,w1,journalist
baker,dutch,F,t1,w1,bakker
author,dutch,F,t1,w1,schrijfster
athlete,dutch,F,t1,w1,atlete
lawyer,dutch,F,t1,w1,advocaat
doctor/physician,dutch,F,t1,w1,arts
professor,dutch,F,t1,w1,professor
governor,dutch,F,t1,w1,gouverneur
judge,dutch,F,t1,w1,rechter
sailor,dutch,F,t1,w1,zeilster
postman/postwoman,dutch,F,t1,w1,postbode
mechanic,dutch,F,t1,w1,monteur
hunter,dutch,F,t1,w1,jager
firefighter,dutch,F,t1,w1,brandweervrouw
dancer,malay,F,t1,w1,penari
nurse,malay,F,t1,w1,jururawat
singer,malay,F,t1,w1,penyanyi
cleaner,malay,F,t1,w1,pembersih
secretary,malay,F,t1,w1,setiausaha
waiter,malay,F,t1,w1,pelayan
journalist,malay,F,t1,w1,wartawan
baker,malay,F,t1,w1,pembakar
author,malay,F,t1,w1,penulis
athlete,malay,F,t1,w1,atlet
lawyer,malay,F,t1,w1,peguam
doctor/physician,malay,F,t1,w1,doktor
professor,malay,F,t1,w1,profesor
governor,malay,F,t1,w1,pemerintah
judge,malay,F,t1,w1,hakim
sailor,malay,F,t1,w1,pelayar
postman/postwoman,malay,F,t1,w1,posmen
mechanic,malay,F,t1,w1,mekanik
hunter,malay,F,t1,w1,pemburu
firefighter,malay,F,t1,w1,ahli
dancer,korean,F,t1,w1,댄서
nurse,korean,F,t1,w1,간호사
singer,korean,F,t1,w1,가수
cleaner,korean,F,t1,w1,청소부
secretary,korean,F,t1,w1,비서
waiter,korean,F,t1,w1,웨이트리스
baker,korean,F,t1,w1,제빵사
author,korean,F,t1,w1,작가
athlete,korean,F,t1,w1,선수
lawyer,korean,F,t1,w1,변호사
doctor/physician,korean,F,t1,w1,의사
professor,korean,F,t1,w1,교수님
governor,korean,F,t1,w1,지배자
judge,korean,F,t1,w1,판사
sailor,korean,F,t1,w1,선원
postman/postwoman,korean,F,t1,w1,우편집배원
mechanic,korean,F,t1,w1,정비공
hunter,korean,F,t1,w1,사냥꾼
firefighter,korean,F,t1,w1,소방관
dancer,norwegian,F,t1,w1,danserinne
nurse,norwegian,F,t1,w1,skyepleier
singer,norwegian,F,t1,w1,sangerinne
cleaner,norwegian,F,t1,w1,hushjelp
secretary,norwegian,F,t1,w1,sekretær
waiter,norwegian,F,t1,w1,oppvartningspike
journalist,norwegian,F,t1,w1,journalist
baker,norwegian,F,t1,w1,baker
author,norwegian,F,t1,w1,forfatterinne
athlete,norwegian,F,t1,w1,atlet
lawyer,norwegian,F,t1,w1,jurist
doctor/physician,norwegian,F,t1,w1,doktor
professor,norwegian,F,t1,w1,professor
governor,norwegian,F,t1,w1,guvernør
judge,norwegian,F,t1,w1,dommer
sailor,norwegian,F,t1,w1,sjømann
postman/postwoman,norwegian,F,t1,w1,postbud
mechanic,norwegian,F,t1,w1,mekaniker
hunter,norwegian,F,t1,w1,jeger
firefighter,norwegian,F,t1,w1,fyrbøter
dancer,polish,F,t1,w1,tańcerka
nurse,polish,F,t1,w1,pielęgniarka
singer,polish,F,t1,w1,śpiewarka
cleaner,polish,F,t1,w1,sprzątarka
secretary,polish,F,t1,w1,sekretarka
waiter,polish,F,t1,w1,kelnerka
journalist,polish,F,t1,w1,dziennikarka
baker,polish,F,t1,w1,piekarka
author,polish,F,t1,w1,pisarka
athlete,polish,F,t1,w1,atletka
lawyer,polish,F,t1,w1,prawniczka
doctor/physician,polish,F,t1,w1,doktorka
professor,polish,F,t1,w1,profesorka
governor,polish,F,t1,w1,wojewoda
judge,polish,F,t1,w1,sędzina
sailor,polish,F,t1,w1,żeglarka
postman/postwoman,polish,F,t1,w1,listonoszka
mechanic,polish,F,t1,w1,mechanik
hunter,polish,F,t1,w1,myśliwy
firefighter,polish,F,t1,w1,strażak
dancer,portuguese,F,t1,w1,dançarina
nurse,portuguese,F,t1,w1,enfermeira
singer,portuguese,F,t1,w1,cantora
cleaner,portuguese,F,t1,w1,faxineira
secretary,portuguese,F,t1,w1,secretária
waiter,portuguese,F,t1,w1,garçonete
journalist,portuguese,F,t1,w1,jornalista
baker,portuguese,F,t1,w1,padeira
author,portuguese,F,t1,w1,autora
athlete,portuguese,F,t1,w1,atleta
lawyer,portuguese,F,t1,w1,advogada
doctor/physician,portuguese,F,t1,w1,médica
professor,portuguese,F,t1,w1,professora
governor,portuguese,F,t1,w1,governadora
judge,portuguese,F,t1,w1,juíza
sailor,portuguese,F,t1,w1,marinheira
postman/postwoman,portuguese,F,t1,w1,carteira
mechanic,portuguese,F,t1,w1,mecânica
hunter,portuguese,F,t1,w1,caçadora
firefighter,portuguese,F,t1,w1,bombeira
dancer,romanian,F,t1,w1,dansatoare
nurse,romanian,F,t1,w1,infirmier
singer,romanian,F,t1,w1,cantareata
cleaner,romanian,F,t1,w1,femeie
secretary,romanian,F,t1,w1,secretară
waiter,romanian,F,t1,w1,chelneriţă
journalist,romanian,F,t1,w1,jurnalista
author,romanian,F,t1,w1,autoare
athlete,romanian,F,t1,w1,atleta
lawyer,romanian,F,t1,w1,avocata
doctor/physician,romanian,F,t1,w1,medic
professor,romanian,F,t1,w1,profesoara
governor,romanian,F,t1,w1,guvernatoare
judge,romanian,F,t1,w1,judecatoare
postman/postwoman,romanian,F,t1,w1,postarita
mechanic,romanian,F,t1,w1,masinista
hunter,romanian,F,t1,w1,vanatoare
firefighter,romanian,F,t1,w1,pompiera
dancer,swedish,F,t1,w1,dansare
nurse,swedish,F,t1,w1,sjuksköterska
singer,swedish,F,t1,w1,sångerska
cleaner,swedish,F,t1,w1,städerska
secretary,swedish,F,t1,w1,städare
waiter,swedish,F,t1,w1,servitris
journalist,swedish,F,t1,w1,journalist
baker,swedish,F,t1,w1,bagare
author,swedish,F,t1,w1,författarinna
athlete,swedish,F,t1,w1,idrottare
lawyer,swedish,F,t1,w1,jurist
doctor/physician,swedish,F,t1,w1,doktor
professor,swedish,F,t1,w1,professor
governor,swedish,F,t1,w1,guvernör
judge,swedish,F,t1,w1,domare
sailor,swedish,F,t1,w1,sjöman
postman/postwoman,swedish,F,t1,w1,brevbärare
mechanic,swedish,F,t1,w1,mekaniker
hunter,swedish,F,t1,w1,jägare
firefighter,swedish,F,t1,w1,brandman
dancer,tagalog,F,t1,w1,mananayaw
nurse,tagalog,F,t1,w1,nars
singer,tagalog,F,t1,w1,mang
cleaner,tagalog,F,t1,w1,katulong
secretary,tagalog,F,t1,w1,sekretarya
waiter,tagalog,F,t1,w1,serbidor
journalist,tagalog,F,t1,w1,peryodista
baker,tagalog,F,t1,w1,magtitinapay
author,tagalog,F,t1,w1,autor
athlete,tagalog,F,t1,w1,manlalaro
lawyer,tagalog,F,t1,w1,abogado
doctor/physician,tagalog,F,t1,w1,doktor
professor,tagalog,F,t1,w1,dalubguro
governor,tagalog,F,t1,w1,gobernador
judge,tagalog,F,t1,w1,hukom
sailor,tagalog,F,t1,w1,mandaragat
postman/postwoman,tagalog,F,t1,w1,kartero
mechanic,tagalog,F,t1,w1,mekaniko
hunter,tagalog,F,t1,w1,mangangaso
firefighter,tagalog,F,t1,w1,bumbero
dancer,turkish,F,t1,w1,dansçi
nurse,turkish,F,t1,w1,hemşire
singer,turkish,F,t1,w1,şarkıcı
cleaner,turkish,F,t1,w1,temizleyici
secretary,turkish,F,t1,w1,sekreter
waiter,turkish,F,t1,w1,garson
journalist,turkish,F,t1,w1,gazeteci
baker,turkish,F,t1,w1,fırıncı
author,turkish,F,t1,w1,yazar
athlete,turkish,F,t1,w1,atlet
lawyer,turkish,F,t1,w1,avukat
doctor/physician,turkish,F,t1,w1,doktor
professor,turkish,F,t1,w1,profesör
governor,turkish,F,t1,w1,vali
judge,turkish,F,t1,w1,hâkim
sailor,turkish,F,t1,w1,denizci
postman/postwoman,turkish,F,t1,w1,postacı
mechanic,turkish,F,t1,w1,makinist
hunter,turkish,F,t1,w1,avcı
firefighter,turkish,F,t1,w1,itfaiyeci
dancer,chinese,F,t1,w1,舞者
nurse,chinese,F,t1,w1,护士
singer,chinese,F,t1,w1,歌手
cleaner,chinese,F,t1,w1,保洁员
secretary,chinese,F,t1,w1,秘书
waiter,chinese,F,t1,w1,服务员
journalist,chinese,F,t1,w1,记者
baker,chinese,F,t1,w1,糕点师
author,chinese,F,t1,w1,作家
athlete,chinese,F,t1,w1,远动员
lawyer,chinese,F,t1,w1,律师
doctor/physician,chinese,F,t1,w1,医生
professor,chinese,F,t1,w1,教授
judge,chinese,F,t1,w1,法官
sailor,chinese,F,t1,w1,船员
postman/postwoman,chinese,F,t1,w1,邮递员
mechanic,chinese,F,t1,w1,技工
hunter,chinese,F,t1,w1,猎人
firefighter,chinese,F,t1,w1,消防员
dancer,zulu,F,t1,w1,umdansi
nurse,zulu,F,t1,w1,umhlengikazi
singer,zulu,F,t1,w1,umculi
secretary,zulu,F,t1,w1,unobhalajikelele
waiter,zulu,F,t1,w1,uweta
journalist,zulu,F,t1,w1,intatheli
baker,zulu,F,t1,w1,umbhaki
author,zulu,F,t1,w1,umenzi
athlete,zulu,F,t1,w1,umbaleki
lawyer,zulu,F,t1,w1,ummeli
doctor/physician,zulu,F,t1,w1,udokotela
professor,zulu,F,t1,w1,usolwazi
governor,zulu,F,t1,w1,umbusi
judge,zulu,F,t1,w1,umehluleli
sailor,zulu,F,t1,w1,itilosi
postman/postwoman,zulu,F,t1,w1,okuthwala
mechanic,zulu,F,t1,w1,umakheniki
hunter,zulu,F,t1,w1,umzingeli
firefighter,zulu,F,t1,w1,umacishumlilo
dancer,german,F,t1,w1,tänzerin
nurse,german,F,t1,w1,pflegerin
singer,german,F,t1,w1,sängerin
cleaner,german,F,t1,w1,putzfrau
secretary,german,F,t1,w1,sekretärin
waiter,german,F,t1,w1,bedienung
journalist,german,F,t1,w1,journalistin
baker,german,F,t1,w1,bäckerin
author,german,F,t1,w1,schriftstellerin
athlete,german,F,t1,w1,sportlerin
lawyer,german,F,t1,w1,rechtsanwältin
doctor/physician,german,F,t1,w1,ärztin
professor,german,F,t1,w1,professorin
governor,german,F,t1,w1,gouverneur
judge,german,F,t1,w1,richterin
sailor,german,F,t1,w1,matrosin
postman/postwoman,german,F,t1,w1,briefträgerin
mechanic,german,F,t1,w1,mechanikerin
hunter,german,F,t1,w1,jägerin
firefighter,german,F,t1,w1,feuerwehrfrau
postman/postwoman,danish,M,t2,w1,postmand
doctor/physician,french,M,t2,w1,médecin
singer,hindi,M,t2,w1,गायिका
secretary,hindi,M,t2,w1,सहायिका
author,hindi,M,t2,w1,लेखिका
dancer,"Serbian (latin)
",M,t2,w1,igrač
doctor/physician,"Serbian (latin)
",M,t2,w1,lekar
dancer,serbian (cyrillic),M,t2,w1,играч
doctor/physician,serbian (cyrillic),M,t2,w1,лекар
cleaner,italian,M,t2,w1,adetto
baker,italian,M,t2,w1,panettiere
doctor/physician,italian,M,t2,w1,medico
governor,italian,M,t2,w1,direttore
nurse,dutch,M,t2,w1,verpleger
author,dutch,M,t2,w1,auteur
athlete,dutch,M,t2,w1,sporter
doctor/physician,dutch,M,t2,w1,dokter
professor,dutch,M,t2,w1,leraar
sailor,dutch,M,t2,w1,schipper
nurse,norwegian,M,t2,w1,barnepleier
waiter,norwegian,M,t2,w1,servitør
author,norwegian,M,t2,w1,opphavsmann
lawyer,norwegian,M,t2,w1,sakfører
doctor/physician,norwegian,M,t2,w1,lege
professor,norwegian,M,t2,w1,universitetslærer
governor,norwegian,M,t2,w1,stattholder
sailor,norwegian,M,t2,w1,matros
postman/postwoman,norwegian,M,t2,w1,postmann
firefighter,norwegian,M,t2,w1,fyrbøter
dancer,swedish,M,t2,w1,dansör
nurse,swedish,M,t2,w1,manlig
lawyer,swedish,M,t2,w1,advokat
doctor/physician,swedish,M,t2,w1,läkare
judge,swedish,M,t2,w1,bedömare
firefighter,swedish,M,t2,w1,brandsoldat
cleaner,tagalog,M,t2,w1,alila
waiter,tagalog,M,t2,w1,weyter
baker,tagalog,M,t2,w1,panadero
author,tagalog,M,t2,w1,mangangatha
doctor/physician,tagalog,M,t2,w1,manggagamot
professor,tagalog,M,t2,w1,propesor
governor,tagalog,M,t2,w1,tagapamahala
judge,tagalog,M,t2,w1,huwes
sailor,tagalog,M,t2,w1,manlalayag
mechanic,tagalog,M,t2,w1,maninigmo
firefighter,tagalog,M,t2,w1,bombero
secretary,turkish,M,t2,w1,yazman
doctor/physician,turkish,M,t2,w1,hekim
sailor,turkish,M,t2,w1,gemici
dancer,chinese,M,t2,w1,舞蹈演员
singer,chinese,M,t2,w1,歌唱家
cleaner,chinese,M,t2,w1,环卫工
author,chinese,M,t2,w1,作者
nurse,german,M,t2,w1,krankenpfleger
secretary,german,M,t2,w1,geschäftsführer
waiter,german,M,t2,w1,kellner
author,german,M,t2,w1,autor
athlete,german,M,t2,w1,athlet
lawyer,german,M,t2,w1,jurist
sailor,german,M,t2,w1,matrose
postman/postwoman,german,M,t2,w1,postbote
doctor/physician,french,F,t2,w1,médecin
singer,hindi,F,t2,w1,गायिका
secretary,hindi,F,t2,w1,सहायिका
author,hindi,F,t2,w1,लेखिका
dancer,"Serbian (latin)
",F,t2,w1,igračica
doctor/physician,"Serbian (latin)
",F,t2,w1,lekarka
postman/postwoman,"Serbian (latin)
",F,t2,w1,poštarka
dancer,serbian (cyrillic),F,t2,w1,играчица
doctor/physician,serbian (cyrillic),F,t2,w1,лекарка
postman/postwoman,serbian (cyrillic),F,t2,w1,поштарка
cleaner,italian,F,t2,w1,addetta
baker,italian,F,t2,w1,panettiera
doctor/physician,italian,F,t2,w1,medico
governor,italian,F,t2,w1,direttrice
nurse,dutch,F,t2,w1,verpleegster
journalist,dutch,F,t2,w1,journaliste
author,dutch,F,t2,w1,auteur
athlete,dutch,F,t2,w1,sportster
lawyer,dutch,F,t2,w1,advocate
doctor/physician,dutch,F,t2,w1,dokter
professor,dutch,F,t2,w1,lerares
sailor,dutch,F,t2,w1,schipper
nurse,norwegian,F,t2,w1,barnepleier
waiter,norwegian,F,t2,w1,servitør
lawyer,norwegian,F,t2,w1,sakfører
doctor/physician,norwegian,F,t2,w1,lege
professor,norwegian,F,t2,w1,universitetslærer
governor,norwegian,F,t2,w1,stattholder
sailor,norwegian,F,t2,w1,matros
mechanic,romanian,F,t2,w1,mecanica
dancer,swedish,F,t2,w1,dansös
nurse,swedish,F,t2,w1,barnskoterska
lawyer,swedish,F,t2,w1,advokat
doctor/physician,swedish,F,t2,w1,läkare
judge,swedish,F,t2,w1,bedömare
firefighter,swedish,F,t2,w1,brandsoldat
cleaner,tagalog,F,t2,w1,alila
waiter,tagalog,F,t2,w1,weyter
baker,tagalog,F,t2,w1,panadero
author,tagalog,F,t2,w1,mangangatha
doctor/physician,tagalog,F,t2,w1,manggagamot
professor,tagalog,F,t2,w1,propesor
governor,tagalog,F,t2,w1,tagapamahala
judge,tagalog,F,t2,w1,huwes
sailor,tagalog,F,t2,w1,manlalayag
mechanic,tagalog,F,t2,w1,maninigmo
firefighter,tagalog,F,t2,w1,bombero
nurse,turkish,F,t2,w1,hastabakici
secretary,turkish,F,t2,w1,yazman
waiter,turkish,F,t2,w1,bayan
author,turkish,F,t2,w1,bayan
doctor/physician,turkish,F,t2,w1,hekim
sailor,turkish,F,t2,w1,gemici
dancer,chinese,F,t2,w1,舞蹈演员
singer,chinese,F,t2,w1,歌唱家
cleaner,chinese,F,t2,w1,环卫工
author,chinese,F,t2,w1,作者
nurse,german,F,t2,w1,krankenschwester
cleaner,german,F,t2,w1,reinigungskraft
secretary,german,F,t2,w1,geschäftsführerin
waiter,german,F,t2,w1,kellnerin
author,german,F,t2,w1,autorin
athlete,german,F,t2,w1,athletin
lawyer,german,F,t2,w1,juristin
sailor,german,F,t2,w1,seglerin
postman/postwoman,german,F,t2,w1,postbotin
professor,dutch,M,t3,w1,meester
sailor,dutch,M,t3,w1,matroos
waiter,norwegian,M,t3,w1,kelner
lawyer,norwegian,M,t3,w1,advokat
doctor/physician,tagalog,M,t3,w1,mediko
professor,tagalog,M,t3,w1,katedratiko
sailor,tagalog,M,t3,w1,marinero
lawyer,german,M,t3,w1,anwalt
sailor,german,M,t3,w1,segler
athlete,dutch,F,t3,w1,atleet
professor,dutch,F,t3,w1,juf
sailor,dutch,F,t3,w1,matroos
waiter,norwegian,F,t3,w1,kelner
lawyer,norwegian,F,t3,w1,advokat
doctor/physician,tagalog,F,t3,w1,mediko
professor,tagalog,F,t3,w1,katedratiko
sailor,tagalog,F,t3,w1,marinero
lawyer,german,F,t3,w1,anwältin
sailor,german,F,t3,w1,seefahrerin
sailor,tagalog,M,t4,w1,marino
sailor,german,M,t4,w1,seefahrer
athlete,dutch,F,t4,w1,sporter
sailor,tagalog,F,t4,w1,marino
professor,arabic,M,t1,w2,جامعى
governor,arabic,M,t1,w2,حاكم
postman/postwoman,arabic,M,t1,w2,البريد
firefighter,arabic,M,t1,w2,الاطفاء
dancer,farsi,M,t1,w2,رقصگر،
cleaner,farsi,M,t1,w2,خانه
journalist,farsi,M,t1,w2,نگار
lawyer,farsi,M,t1,w2,دادگستری
postman/postwoman,farsi,M,t1,w2,رسان
firefighter,farsi,M,t1,w2,آتش
cleaner,french,M,t1,w2,de
lawyer,hebrew,M,t1,w2,דין
firefighter,hindi,M,t1,w2,कर्मचारी
nurse,"Serbian (latin)
",M,t1,w2,sestra
nurse,serbian (cyrillic),M,t1,w2,сестра
cleaner,indonesian,M,t1,w2,kebersihan
baker,indonesian,M,t1,w2,roti
postman/postwoman,indonesian,M,t1,w2,pos
firefighter,indonesian,M,t1,w2,pemadam
baker,malay,M,t1,w2,roti
firefighter,malay,M,t1,w2,bomba
singer,tagalog,M,t1,w2,aawit
postman/postwoman,zulu,M,t1,w2,imeyili
professor,arabic,F,t1,w2,جامعى
governor,arabic,F,t1,w2,حاكم
postman/postwoman,arabic,F,t1,w2,البريد
firefighter,arabic,F,t1,w2,الاطفاء
dancer,farsi,F,t1,w2,رقصگر،
cleaner,farsi,F,t1,w2,خانه
journalist,farsi,F,t1,w2,نگار
lawyer,farsi,F,t1,w2,دادگستری
postman/postwoman,farsi,F,t1,w2,رسان
firefighter,farsi,F,t1,w2,آتش
cleaner,french,F,t1,w2,de
lawyer,hebrew,F,t1,w2,דין
waiter,hindi,F,t1,w2,बैरा
firefighter,hindi,F,t1,w2,कर्मचारी
cleaner,indonesian,F,t1,w2,kebersihan
baker,indonesian,F,t1,w2,roti
postman/postwoman,indonesian,F,t1,w2,pos
firefighter,indonesian,F,t1,w2,pemadam
baker,malay,F,t1,w2,roti
firefighter,malay,F,t1,w2,bomba
cleaner,romanian,F,t1,w2,de
singer,tagalog,F,t1,w2,aawit
postman/postwoman,zulu,F,t1,w2,imeyili
cleaner,italian,M,t2,w2,alle
nurse,swedish,M,t2,w2,sjukskoterska
cleaner,italian,F,t2,w2,alle
waiter,turkish,F,t2,w2,garson
author,turkish,F,t2,w2,yazar
dancer,farsi,M,t1,w3,رامشگر
firefighter,farsi,M,t1,w3,نشانی
cleaner,french,M,t1,w3,ménage
firefighter,indonesian,M,t1,w3,kebakaran
dancer,farsi,F,t1,w3,رامشگر
firefighter,farsi,F,t1,w3,نشانی
cleaner,french,F,t1,w3,ménage
firefighter,indonesian,F,t1,w3,kebakaran
cleaner,romanian,F,t1,w3,serviciu
cleaner,italian,M,t2,w3,pulizie
cleaner,italian,F,t2,w3,pulizie
