word,language,gender,translation_id,word_id,translation,translation_type
postman/postwoman,danish,F,t1,w1,postbud,single
mechanic,danish,F,t1,w1,mekaniker,single
hunter,danish,F,t1,w1,jæger,single
firefighter,danish,F,t1,w1,brandmand,single
dancer,spanish,F,t1,w1,bailarina,single
nurse,spanish,F,t1,w1,enfermera,single
singer,spanish,F,t1,w1,cantante,single
cleaner,spanish,F,t1,w1,limpiadora,single
secretary,spanish,F,t1,w1,secretaria,single
waiter,spanish,F,t1,w1,camarera,single
journalist,spanish,F,t1,w1,periodista,single
baker,spanish,F,t1,w1,panadera,single
author,spanish,F,t1,w1,autora,single
athlete,spanish,F,t1,w1,atleta,single
lawyer,spanish,F,t1,w1,abogada,single
doctor/physician,spanish,F,t1,w1,doctora,single
professor,spanish,F,t1,w1,profesora,single
governor,spanish,F,t1,w1,gobernadora,single
judge,spanish,F,t1,w1,jueza,single
sailor,spanish,F,t1,w1,marinera,single
postman/postwoman,spanish,F,t1,w1,cartera,single
mechanic,spanish,F,t1,w1,mecánica,single
hunter,spanish,F,t1,w1,cazadora,single
firefighter,spanish,F,t1,w1,bombera,single
dancer,farsi,F,t1,w1,رقاص،_رقصگر،_رامشگر,concatenated_multi
nurse,farsi,F,t1,w1,پرستار,single
singer,farsi,F,t1,w1,خواننده,single
cleaner,farsi,F,t1,w1,کلفت_خانه,concatenated_multi
secretary,farsi,F,t1,w1,دبیر,single
waiter,farsi,F,t1,w1,پیشخدمت,single
journalist,farsi,F,t1,w1,روزنامه_نگار,concatenated_multi
baker,farsi,F,t1,w1,نانوا,single
author,farsi,F,t1,w1,نگارنده,single
athlete,farsi,F,t1,w1,ورزشکار,single
lawyer,farsi,F,t1,w1,وکیل_دادگستری,concatenated_multi
doctor/physician,farsi,F,t1,w1,پزشک,single
professor,farsi,F,t1,w1,استاد,single
governor,farsi,F,t1,w1,استاندار,single
judge,farsi,F,t1,w1,دادرس,single
sailor,farsi,F,t1,w1,ملوان,single
postman/postwoman,farsi,F,t1,w1,نامه_رسان,concatenated_multi
mechanic,farsi,F,t1,w1,مکانیک,single
hunter,farsi,F,t1,w1,شکارچی,single
firefighter,farsi,F,t1,w1,مامور_آتش_نشانی,concatenated_multi
dancer,finnish,F,t1,w1,tanssija,single
nurse,finnish,F,t1,w1,sairaanhoitaja,single
singer,finnish,F,t1,w1,laulaja,single
cleaner,finnish,F,t1,w1,puhdistusaine,single
secretary,finnish,F,t1,w1,ministeri,single
waiter,finnish,F,t1,w1,tarjoilijatar,single
journalist,finnish,F,t1,w1,toimittaja,single
baker,finnish,F,t1,w1,leipuri,single
author,finnish,F,t1,w1,tekijä,single
athlete,finnish,F,t1,w1,atleetti,single
lawyer,finnish,F,t1,w1,asianajaja,single
doctor/physician,finnish,F,t1,w1,lääkäri,single
professor,finnish,F,t1,w1,opettaja,single
governor,finnish,F,t1,w1,kuvernööri,single
judge,finnish,F,t1,w1,tuomari,single
sailor,finnish,F,t1,w1,merimies,single
postman/postwoman,finnish,F,t1,w1,postinjakaja,single
mechanic,finnish,F,t1,w1,mekaanikko,single
hunter,finnish,F,t1,w1,metsästäjä,single
firefighter,finnish,F,t1,w1,palomies,single
dancer,french,F,t1,w1,danseuse,single
nurse,french,F,t1,w1,infirmière,single
singer,french,F,t1,w1,chanteuse,single
cleaner,french,F,t1,w1,femme_de_ménage,concatenated_multi
secretary,french,F,t1,w1,secrétaire,single
waiter,french,F,t1,w1,serveuse,single
journalist,french,F,t1,w1,journaliste,single
baker,french,F,t1,w1,boulangère,single
author,french,F,t1,w1,auteur,single
athlete,french,F,t1,w1,athlète,single
lawyer,french,F,t1,w1,avocate,single
doctor/physician,french,F,t1,w1,docteur,single
professor,french,F,t1,w1,professeur,single
governor,french,F,t1,w1,directrice,single
judge,french,F,t1,w1,juge,single
sailor,french,F,t1,w1,pêcheur,single
postman/postwoman,french,F,t1,w1,facteur,single
mechanic,french,F,t1,w1,mécanicienne,single
hunter,french,F,t1,w1,chasseuse,single
firefighter,french,F,t1,w1,pompier,single
dancer,hebrew,F,t1,w1,רקדנית,single
nurse,hebrew,F,t1,w1,אחות,single
singer,hebrew,F,t1,w1,זמרת,single
cleaner,hebrew,F,t1,w1,מנקה,single
secretary,hebrew,F,t1,w1,מזכירה,single
waiter,hebrew,F,t1,w1,מלצרית,single
journalist,hebrew,F,t1,w1,עיתונאית,single
baker,hebrew,F,t1,w1,אופה,single
author,hebrew,F,t1,w1,סופרת,single
athlete,hebrew,F,t1,w1,ספורטאית,single
lawyer,hebrew,F,t1,w1,עורכת_דין,concatenated_multi
doctor/physician,hebrew,F,t1,w1,רופאה,single
professor,hebrew,F,t1,w1,פרופסורית,single
governor,hebrew,F,t1,w1,מושלת,single
judge,hebrew,F,t1,w1,שופטת,single
sailor,hebrew,F,t1,w1,מלח,single
postman/postwoman,hebrew,F,t1,w1,דורית,single
mechanic,hebrew,F,t1,w1,מכונאית,single
hunter,hebrew,F,t1,w1,ציידת,single
firefighter,hebrew,F,t1,w1,כבאית,single
dancer,hindi,F,t1,w1,नर्तकी,single
nurse,hindi,F,t1,w1,नर्स,single
singer,hindi,F,t1,w1,गायक,single
cleaner,hindi,F,t1,w1,सफाईकर्मी,single
secretary,hindi,F,t1,w1,सहायक,single
waiter,hindi,F,t1,w1,महिला_बैरा,concatenated_multi
journalist,hindi,F,t1,w1,पत्रकार,single
baker,hindi,F,t1,w1,बेकर,single
author,hindi,F,t1,w1,लेखक,single
athlete,hindi,F,t1,w1,खिलाड़ी,single
lawyer,hindi,F,t1,w1,वकील,single
doctor/physician,hindi,F,t1,w1,चिकित्सक,single
professor,hindi,F,t1,w1,प्राध्यापक,single
governor,hindi,F,t1,w1,राज्यपाल,single
judge,hindi,F,t1,w1,न्यायाधीश,single
sailor,hindi,F,t1,w1,नाविक,single
postman/postwoman,hindi,F,t1,w1,डाकिया,single
mechanic,hindi,F,t1,w1,मिस्त्री,single
hunter,hindi,F,t1,w1,शिकारी,single
firefighter,hindi,F,t1,w1,अग्निशमन_कर्मचारी,concatenated_multi
dancer,"Serbian (latin)
",F,t1,w1,plesačica,single
nurse,"Serbian (latin)
",F,t1,w1,tehničar,single
singer,"Serbian (latin)
",F,t1,w1,pevačica,single
cleaner,"Serbian (latin)
",F,t1,w1,čistačica,single
secretary,"Serbian (latin)
",F,t1,w1,sekretarica,single
waiter,"Serbian (latin)
",F,t1,w1,konobarica,single
journalist,"Serbian (latin)
",F,t1,w1,novinarka,single
baker,"Serbian (latin)
",F,t1,w1,pekarka,single
author,"Serbian (latin)
",F,t1,w1,autorka,single
athlete,"Serbian (latin)
",F,t1,w1,sportistkinja,single
lawyer,"Serbian (latin)
",F,t1,w1,advokatica,single
doctor/physician,"Serbian (latin)
",F,t1,w1,doktorka,single
professor,"Serbian (latin)
",F,t1,w1,profesorka,single
governor,"Serbian (latin)
",F,t1,w1,guverner,single
judge,"Serbian (latin)
",F,t1,w1,sudija,single
sailor,"Serbian (latin)
",F,t1,w1,mornar,single
postman/postwoman,"Serbian (latin)
",F,t1,w1,poštar,single
mechanic,"Serbian (latin)
",F,t1,w1,mehaničarka,single
hunter,"Serbian (latin)
",F,t1,w1,lovac,single
firefighter,"Serbian (latin)
",F,t1,w1,vatrogasac,single
dancer,serbian (cyrillic),F,t1,w1,плесачица,single
nurse,serbian (cyrillic),F,t1,w1,техничар,single
singer,serbian (cyrillic),F,t1,w1,певачица,single
cleaner,serbian (cyrillic),F,t1,w1,чистачица,single
secretary,serbian (cyrillic),F,t1,w1,секретарица,single
waiter,serbian (cyrillic),F,t1,w1,конобарица,single
journalist,serbian (cyrillic),F,t1,w1,новинарка,single
baker,serbian (cyrillic),F,t1,w1,пекарка,single
author,serbian (cyrillic),F,t1,w1,ауторка,single
athlete,serbian (cyrillic),F,t1,w1,спортисткиња,single
lawyer,serbian (cyrillic),F,t1,w1,адвокатица,single
doctor/physician,serbian (cyrillic),F,t1,w1,докторка,single
professor,serbian (cyrillic),F,t1,w1,професорка,single
governor,serbian (cyrillic),F,t1,w1,гувернер,single
judge,serbian (cyrillic),F,t1,w1,судија,single
sailor,serbian (cyrillic),F,t1,w1,морнар,single
postman/postwoman,serbian (cyrillic),F,t1,w1,поштар,single
mechanic,serbian (cyrillic),F,t1,w1,механичарка,single
hunter,serbian (cyrillic),F,t1,w1,ловац,single
firefighter,serbian (cyrillic),F,t1,w1,ватрогасац,single
dancer,indonesian,F,t1,w1,penari,single
nurse,indonesian,F,t1,w1,perawat,single
singer,indonesian,F,t1,w1,penyanyi,single
cleaner,indonesian,F,t1,w1,petugas_kebersihan,concatenated_multi
secretary,indonesian,F,t1,w1,sekretaris,single
waiter,indonesian,F,t1,w1,pelayan,single
journalist,indonesian,F,t1,w1,jurnalis,single
baker,indonesian,F,t1,w1,tukang_roti,concatenated_multi
author,indonesian,F,t1,w1,pengarang,single
athlete,indonesian,F,t1,w1,atlet,single
lawyer,indonesian,F,t1,w1,pengacara,single
doctor/physician,indonesian,F,t1,w1,dokter,single
professor,indonesian,F,t1,w1,profesor,single
governor,indonesian,F,t1,w1,gubernur,single
judge,indonesian,F,t1,w1,mengadili,single
sailor,indonesian,F,t1,w1,kelasi,single
postman/postwoman,indonesian,F,t1,w1,tukang_pos,concatenated_multi
mechanic,indonesian,F,t1,w1,montir,single
hunter,indonesian,F,t1,w1,berburu,single
firefighter,indonesian,F,t1,w1,petugas_pemadam_kebakaran,concatenated_multi
dancer,italian,F,t1,w1,ballerina,single
nurse,italian,F,t1,w1,infermiera,single
singer,italian,F,t1,w1,cantante,single
cleaner,italian,F,t1,w1,inserviente,single
secretary,italian,F,t1,w1,segretaria,single
waiter,italian,F,t1,w1,cameriera,single
journalist,italian,F,t1,w1,giornalista,single
baker,italian,F,t1,w1,fornaia,single
author,italian,F,t1,w1,autrice,single
athlete,italian,F,t1,w1,atleta,single
lawyer,italian,F,t1,w1,avvocatessa,single
doctor/physician,italian,F,t1,w1,dottoressa,single
professor,italian,F,t1,w1,professoressa,single
governor,italian,F,t1,w1,governatrice,single
judge,italian,F,t1,w1,giudice,single
sailor,italian,F,t1,w1,marinaio,single
postman/postwoman,italian,F,t1,w1,postina,single
mechanic,italian,F,t1,w1,meccanico,single
hunter,italian,F,t1,w1,cacciatrice,single
firefighter,italian,F,t1,w1,pompiere,single
dancer,japanese,F,t1,w1,ダンサ,single
nurse,japanese,F,t1,w1,看護婦,single
singer,japanese,F,t1,w1,歌手,single
cleaner,japanese,F,t1,w1,清掃員,single
secretary,japanese,F,t1,w1,秘書,single
waiter,japanese,F,t1,w1,ウェイタレス,single
journalist,japanese,F,t1,w1,記者,single
baker,japanese,F,t1,w1,パン屋,single
author,japanese,F,t1,w1,作者,single
athlete,japanese,F,t1,w1,選手,single
lawyer,japanese,F,t1,w1,弁護士,single
doctor/physician,japanese,F,t1,w1,医者,single
professor,japanese,F,t1,w1,教授,single
governor,japanese,F,t1,w1,知事,single
judge,japanese,F,t1,w1,裁判官,single
sailor,japanese,F,t1,w1,船員,single
postman/postwoman,japanese,F,t1,w1,郵便配達員,single
mechanic,japanese,F,t1,w1,メカニック,single
hunter,japanese,F,t1,w1,猟師,single
firefighter,japanese,F,t1,w1,消防士,single
dancer,dutch,F,t1,w1,danseres,single
nurse,dutch,F,t1,w1,zuster,single
singer,dutch,F,t1,w1,zangeres,single
cleaner,dutch,F,t1,w1,schoonmaakster,single
secretary,dutch,F,t1,w1,secretaresse,single
waiter,dutch,F,t1,w1,serveerster,single
journalist,dutch,F,t1,w1,journalist,single
baker,dutch,F,t1,w1,bakker,single
author,dutch,F,t1,w1,schrijfster,single
athlete,dutch,F,t1,w1,atlete,single
lawyer,dutch,F,t1,w1,advocaat,single
doctor/physician,dutch,F,t1,w1,arts,single
professor,dutch,F,t1,w1,professor,single
governor,dutch,F,t1,w1,gouverneur,single
judge,dutch,F,t1,w1,rechter,single
sailor,dutch,F,t1,w1,zeilster,single
postman/postwoman,dutch,F,t1,w1,postbode,single
mechanic,dutch,F,t1,w1,monteur,single
hunter,dutch,F,t1,w1,jager,single
firefighter,dutch,F,t1,w1,brandweervrouw,single
dancer,malay,F,t1,w1,penari,single
nurse,malay,F,t1,w1,jururawat,single
singer,malay,F,t1,w1,penyanyi,single
cleaner,malay,F,t1,w1,pembersih,single
secretary,malay,F,t1,w1,setiausaha,single
waiter,malay,F,t1,w1,pelayan,single
journalist,malay,F,t1,w1,wartawan,single
baker,malay,F,t1,w1,pembakar_roti,concatenated_multi
author,malay,F,t1,w1,penulis,single
athlete,malay,F,t1,w1,atlet,single
lawyer,malay,F,t1,w1,peguam,single
doctor/physician,malay,F,t1,w1,doktor,single
professor,malay,F,t1,w1,profesor,single
governor,malay,F,t1,w1,pemerintah,single
judge,malay,F,t1,w1,hakim,single
sailor,malay,F,t1,w1,pelayar,single
postman/postwoman,malay,F,t1,w1,posmen,single
mechanic,malay,F,t1,w1,mekanik,single
hunter,malay,F,t1,w1,pemburu,single
firefighter,malay,F,t1,w1,ahli_bomba,concatenated_multi
dancer,korean,F,t1,w1,댄서,single
nurse,korean,F,t1,w1,간호사,single
singer,korean,F,t1,w1,가수,single
cleaner,korean,F,t1,w1,청소부,single
secretary,korean,F,t1,w1,비서,single
waiter,korean,F,t1,w1,웨이트리스,single
baker,korean,F,t1,w1,제빵사,single
author,korean,F,t1,w1,작가,single
athlete,korean,F,t1,w1,선수,single
lawyer,korean,F,t1,w1,변호사,single
doctor/physician,korean,F,t1,w1,의사,single
professor,korean,F,t1,w1,교수님,single
governor,korean,F,t1,w1,지배자,single
judge,korean,F,t1,w1,판사,single
sailor,korean,F,t1,w1,선원,single
postman/postwoman,korean,F,t1,w1,우편집배원,single
mechanic,korean,F,t1,w1,정비공,single
hunter,korean,F,t1,w1,사냥꾼,single
firefighter,korean,F,t1,w1,소방관,single
dancer,norwegian,F,t1,w1,danserinne,single
nurse,norwegian,F,t1,w1,skyepleier,single
singer,norwegian,F,t1,w1,sangerinne,single
cleaner,norwegian,F,t1,w1,hushjelp,single
secretary,norwegian,F,t1,w1,sekretær,single
waiter,norwegian,F,t1,w1,oppvartningspike,single
journalist,norwegian,F,t1,w1,journalist,single
baker,norwegian,F,t1,w1,baker,single
author,norwegian,F,t1,w1,forfatterinne,single
athlete,norwegian,F,t1,w1,atlet,single
lawyer,norwegian,F,t1,w1,jurist,single
doctor/physician,norwegian,F,t1,w1,doktor,single
professor,norwegian,F,t1,w1,professor,single
governor,norwegian,F,t1,w1,guvernør,single
judge,norwegian,F,t1,w1,dommer,single
sailor,norwegian,F,t1,w1,sjømann,single
postman/postwoman,norwegian,F,t1,w1,postbud,single
mechanic,norwegian,F,t1,w1,mekaniker,single
hunter,norwegian,F,t1,w1,jeger,single
firefighter,norwegian,F,t1,w1,fyrbøter,single
dancer,polish,F,t1,w1,tańcerka,single
nurse,polish,F,t1,w1,pielęgniarka,single
singer,polish,F,t1,w1,śpiewarka,single
cleaner,polish,F,t1,w1,sprzątarka,single
secretary,polish,F,t1,w1,sekretarka,single
waiter,polish,F,t1,w1,kelnerka,single
journalist,polish,F,t1,w1,dziennikarka,single
baker,polish,F,t1,w1,piekarka,single
author,polish,F,t1,w1,pisarka,single
athlete,polish,F,t1,w1,atletka,single
lawyer,polish,F,t1,w1,prawniczka,single
doctor/physician,polish,F,t1,w1,doktorka,single
professor,polish,F,t1,w1,profesorka,single
governor,polish,F,t1,w1,wojewoda,single
judge,polish,F,t1,w1,sędzina,single
sailor,polish,F,t1,w1,żeglarka,single
postman/postwoman,polish,F,t1,w1,listonoszka,single
mechanic,polish,F,t1,w1,mechanik,single
hunter,polish,F,t1,w1,myśliwy,single
firefighter,polish,F,t1,w1,strażak,single
dancer,portuguese,F,t1,w1,dançarina,single
nurse,portuguese,F,t1,w1,enfermeira,single
singer,portuguese,F,t1,w1,cantora,single
cleaner,portuguese,F,t1,w1,faxineira,single
secretary,portuguese,F,t1,w1,secretária,single
waiter,portuguese,F,t1,w1,garçonete,single
journalist,portuguese,F,t1,w1,jornalista,single
baker,portuguese,F,t1,w1,padeira,single
author,portuguese,F,t1,w1,autora,single
athlete,portuguese,F,t1,w1,atleta,single
lawyer,portuguese,F,t1,w1,advogada,single
doctor/physician,portuguese,F,t1,w1,médica,single
professor,portuguese,F,t1,w1,professora,single
governor,portuguese,F,t1,w1,governadora,single
judge,portuguese,F,t1,w1,juíza,single
sailor,portuguese,F,t1,w1,marinheira,single
postman/postwoman,portuguese,F,t1,w1,carteira,single
mechanic,portuguese,F,t1,w1,mecânica,single
hunter,portuguese,F,t1,w1,caçadora,single
firefighter,portuguese,F,t1,w1,bombeira,single
dancer,romanian,F,t1,w1,dansatoare,single
nurse,romanian,F,t1,w1,infirmier,single
singer,romanian,F,t1,w1,cantareata,single
cleaner,romanian,F,t1,w1,femeie_de_serviciu,concatenated_multi
secretary,romanian,F,t1,w1,secretară,single
waiter,romanian,F,t1,w1,chelneriţă,single
journalist,romanian,F,t1,w1,jurnalista,single
author,romanian,F,t1,w1,autoare,single
athlete,romanian,F,t1,w1,atleta,single
lawyer,romanian,F,t1,w1,avocata,single
doctor/physician,romanian,F,t1,w1,medic,single
professor,romanian,F,t1,w1,profesoara,single
governor,romanian,F,t1,w1,guvernatoare,single
judge,romanian,F,t1,w1,judecatoare,single
postman/postwoman,romanian,F,t1,w1,postarita,single
mechanic,romanian,F,t1,w1,masinista,single
hunter,romanian,F,t1,w1,vanatoare,single
firefighter,romanian,F,t1,w1,pompiera,single
dancer,swedish,F,t1,w1,dansare,single
nurse,swedish,F,t1,w1,sjuksköterska,single
singer,swedish,F,t1,w1,sångerska,single
cleaner,swedish,F,t1,w1,städerska,single
secretary,swedish,F,t1,w1,städare,single
waiter,swedish,F,t1,w1,servitris,single
journalist,swedish,F,t1,w1,journalist,single
baker,swedish,F,t1,w1,bagare,single
author,swedish,F,t1,w1,författarinna,single
athlete,swedish,F,t1,w1,idrottare,single
lawyer,swedish,F,t1,w1,jurist,single
doctor/physician,swedish,F,t1,w1,doktor,single
professor,swedish,F,t1,w1,professor,single
governor,swedish,F,t1,w1,guvernör,single
judge,swedish,F,t1,w1,domare,single
sailor,swedish,F,t1,w1,sjöman,single
postman/postwoman,swedish,F,t1,w1,brevbärare,single
mechanic,swedish,F,t1,w1,mekaniker,single
hunter,swedish,F,t1,w1,jägare,single
firefighter,swedish,F,t1,w1,brandman,single
dancer,tagalog,F,t1,w1,mananayaw,single
nurse,tagalog,F,t1,w1,nars,single
singer,tagalog,F,t1,w1,mang_aawit,concatenated_multi
cleaner,tagalog,F,t1,w1,katulong,single
secretary,tagalog,F,t1,w1,sekretarya,single
waiter,tagalog,F,t1,w1,serbidor,single
journalist,tagalog,F,t1,w1,peryodista,single
baker,tagalog,F,t1,w1,magtitinapay,single
author,tagalog,F,t1,w1,autor,single
athlete,tagalog,F,t1,w1,manlalaro,single
lawyer,tagalog,F,t1,w1,abogado,single
doctor/physician,tagalog,F,t1,w1,doktor,single
professor,tagalog,F,t1,w1,dalubguro,single
governor,tagalog,F,t1,w1,gobernador,single
judge,tagalog,F,t1,w1,hukom,single
sailor,tagalog,F,t1,w1,mandaragat,single
postman/postwoman,tagalog,F,t1,w1,kartero,single
mechanic,tagalog,F,t1,w1,mekaniko,single
hunter,tagalog,F,t1,w1,mangangaso,single
firefighter,tagalog,F,t1,w1,bumbero,single
dancer,turkish,F,t1,w1,dansçi,single
nurse,turkish,F,t1,w1,hemşire,single
singer,turkish,F,t1,w1,şarkıcı,single
cleaner,turkish,F,t1,w1,temizleyici,single
secretary,turkish,F,t1,w1,sekreter,single
waiter,turkish,F,t1,w1,garson,single
journalist,turkish,F,t1,w1,gazeteci,single
baker,turkish,F,t1,w1,fırıncı,single
author,turkish,F,t1,w1,yazar,single
athlete,turkish,F,t1,w1,atlet,single
lawyer,turkish,F,t1,w1,avukat,single
doctor/physician,turkish,F,t1,w1,doktor,single
professor,turkish,F,t1,w1,profesör,single
governor,turkish,F,t1,w1,vali,single
judge,turkish,F,t1,w1,hâkim,single
sailor,turkish,F,t1,w1,denizci,single
postman/postwoman,turkish,F,t1,w1,postacı,single
mechanic,turkish,F,t1,w1,makinist,single
hunter,turkish,F,t1,w1,avcı,single
firefighter,turkish,F,t1,w1,itfaiyeci,single
dancer,chinese,F,t1,w1,舞者,single
nurse,chinese,F,t1,w1,护士,single
singer,chinese,F,t1,w1,歌手,single
cleaner,chinese,F,t1,w1,保洁员,single
secretary,chinese,F,t1,w1,秘书,single
waiter,chinese,F,t1,w1,服务员,single
journalist,chinese,F,t1,w1,记者,single
baker,chinese,F,t1,w1,糕点师,single
author,chinese,F,t1,w1,作家,single
athlete,chinese,F,t1,w1,远动员,single
lawyer,chinese,F,t1,w1,律师,single
doctor/physician,chinese,F,t1,w1,医生,single
professor,chinese,F,t1,w1,教授,single
judge,chinese,F,t1,w1,法官,single
sailor,chinese,F,t1,w1,船员,single
postman/postwoman,chinese,F,t1,w1,邮递员,single
mechanic,chinese,F,t1,w1,技工,single
hunter,chinese,F,t1,w1,猎人,single
firefighter,chinese,F,t1,w1,消防员,single
dancer,zulu,F,t1,w1,umdansi,single
nurse,zulu,F,t1,w1,umhlengikazi,single
singer,zulu,F,t1,w1,umculi,single
secretary,zulu,F,t1,w1,unobhalajikelele,single
waiter,zulu,F,t1,w1,uweta,single
journalist,zulu,F,t1,w1,intatheli,single
baker,zulu,F,t1,w1,umbhaki,single
author,zulu,F,t1,w1,umenzi,single
athlete,zulu,F,t1,w1,umbaleki,single
lawyer,zulu,F,t1,w1,ummeli,single
doctor/physician,zulu,F,t1,w1,udokotela,single
professor,zulu,F,t1,w1,usolwazi,single
governor,zulu,F,t1,w1,umbusi,single
judge,zulu,F,t1,w1,umehluleli,single
sailor,zulu,F,t1,w1,itilosi,single
postman/postwoman,zulu,F,t1,w1,okuthwala_imeyili,concatenated_multi
mechanic,zulu,F,t1,w1,umakheniki,single
hunter,zulu,F,t1,w1,umzingeli,single
firefighter,zulu,F,t1,w1,umacishumlilo,single
dancer,german,F,t1,w1,tänzerin,single
nurse,german,F,t1,w1,pflegerin,single
singer,german,F,t1,w1,sängerin,single
cleaner,german,F,t1,w1,putzfrau,single
secretary,german,F,t1,w1,sekretärin,single
waiter,german,F,t1,w1,bedienung,single
journalist,german,F,t1,w1,journalistin,single
baker,german,F,t1,w1,bäckerin,single
author,german,F,t1,w1,schriftstellerin,single
athlete,german,F,t1,w1,sportlerin,single
lawyer,german,F,t1,w1,rechtsanwältin,single
doctor/physician,german,F,t1,w1,ärztin,single
professor,german,F,t1,w1,professorin,single
governor,german,F,t1,w1,gouverneur,single
judge,german,F,t1,w1,richterin,single
sailor,german,F,t1,w1,matrosin,single
postman/postwoman,german,F,t1,w1,briefträgerin,single
mechanic,german,F,t1,w1,mechanikerin,single
hunter,german,F,t1,w1,jägerin,single
firefighter,german,F,t1,w1,feuerwehrfrau,single
postman/postwoman,danish,M,t2,w1,postmand,single
doctor/physician,french,M,t2,w1,médecin,single
singer,hindi,M,t2,w1,गायिका,single
secretary,hindi,M,t2,w1,सहायिका,single
author,hindi,M,t2,w1,लेखिका,single
dancer,"Serbian (latin)
",M,t2,w1,igrač,single
doctor/physician,"Serbian (latin)
",M,t2,w1,lekar,single
dancer,serbian (cyrillic),M,t2,w1,играч,single
doctor/physician,serbian (cyrillic),M,t2,w1,лекар,single
cleaner,italian,M,t2,w1,adetto_alle_pulizie,concatenated_multi
baker,italian,M,t2,w1,panettiere,single
doctor/physician,italian,M,t2,w1,medico,single
governor,italian,M,t2,w1,direttore,single
nurse,dutch,M,t2,w1,verpleger,single
author,dutch,M,t2,w1,auteur,single
athlete,dutch,M,t2,w1,sporter,single
doctor/physician,dutch,M,t2,w1,dokter,single
professor,dutch,M,t2,w1,leraar,single
sailor,dutch,M,t2,w1,schipper,single
nurse,norwegian,M,t2,w1,barnepleier,single
waiter,norwegian,M,t2,w1,servitør,single
author,norwegian,M,t2,w1,opphavsmann,single
lawyer,norwegian,M,t2,w1,sakfører,single
doctor/physician,norwegian,M,t2,w1,lege,single
professor,norwegian,M,t2,w1,universitetslærer,single
governor,norwegian,M,t2,w1,stattholder,single
sailor,norwegian,M,t2,w1,matros,single
postman/postwoman,norwegian,M,t2,w1,postmann,single
firefighter,norwegian,M,t2,w1,fyrbøter,single
dancer,swedish,M,t2,w1,dansör,single
nurse,swedish,M,t2,w1,manlig_sjukskoterska,concatenated_multi
lawyer,swedish,M,t2,w1,advokat,single
doctor/physician,swedish,M,t2,w1,läkare,single
judge,swedish,M,t2,w1,bedömare,single
firefighter,swedish,M,t2,w1,brandsoldat,single
cleaner,tagalog,M,t2,w1,alila,single
waiter,tagalog,M,t2,w1,weyter,single
baker,tagalog,M,t2,w1,panadero,single
author,tagalog,M,t2,w1,mangangatha,single
doctor/physician,tagalog,M,t2,w1,manggagamot,single
professor,tagalog,M,t2,w1,propesor,single
governor,tagalog,M,t2,w1,tagapamahala,single
judge,tagalog,M,t2,w1,huwes,single
sailor,tagalog,M,t2,w1,manlalayag,single
mechanic,tagalog,M,t2,w1,maninigmo,single
firefighter,tagalog,M,t2,w1,bombero,single
secretary,turkish,M,t2,w1,yazman,single
doctor/physician,turkish,M,t2,w1,hekim,single
sailor,turkish,M,t2,w1,gemici,single
dancer,chinese,M,t2,w1,舞蹈演员,single
singer,chinese,M,t2,w1,歌唱家,single
cleaner,chinese,M,t2,w1,环卫工,single
author,chinese,M,t2,w1,作者,single
nurse,german,M,t2,w1,krankenpfleger,single
secretary,german,M,t2,w1,geschäftsführer,single
waiter,german,M,t2,w1,kellner,single
author,german,M,t2,w1,autor,single
athlete,german,M,t2,w1,athlet,single
lawyer,german,M,t2,w1,jurist,single
sailor,german,M,t2,w1,matrose,single
postman/postwoman,german,M,t2,w1,postbote,single
doctor/physician,french,F,t2,w1,médecin,single
singer,hindi,F,t2,w1,गायिका,single
secretary,hindi,F,t2,w1,सहायिका,single
author,hindi,F,t2,w1,लेखिका,single
dancer,"Serbian (latin)
",F,t2,w1,igračica,single
doctor/physician,"Serbian (latin)
",F,t2,w1,lekarka,single
postman/postwoman,"Serbian (latin)
",F,t2,w1,poštarka,single
dancer,serbian (cyrillic),F,t2,w1,играчица,single
doctor/physician,serbian (cyrillic),F,t2,w1,лекарка,single
postman/postwoman,serbian (cyrillic),F,t2,w1,поштарка,single
cleaner,italian,F,t2,w1,addetta_alle_pulizie,concatenated_multi
baker,italian,F,t2,w1,panettiera,single
doctor/physician,italian,F,t2,w1,medico,single
governor,italian,F,t2,w1,direttrice,single
nurse,dutch,F,t2,w1,verpleegster,single
journalist,dutch,F,t2,w1,journaliste,single
author,dutch,F,t2,w1,auteur,single
athlete,dutch,F,t2,w1,sportster,single
lawyer,dutch,F,t2,w1,advocate,single
doctor/physician,dutch,F,t2,w1,dokter,single
professor,dutch,F,t2,w1,lerares,single
sailor,dutch,F,t2,w1,schipper,single
nurse,norwegian,F,t2,w1,barnepleier,single
waiter,norwegian,F,t2,w1,servitør,single
lawyer,norwegian,F,t2,w1,sakfører,single
doctor/physician,norwegian,F,t2,w1,lege,single
professor,norwegian,F,t2,w1,universitetslærer,single
governor,norwegian,F,t2,w1,stattholder,single
sailor,norwegian,F,t2,w1,matros,single
mechanic,romanian,F,t2,w1,mecanica,single
dancer,swedish,F,t2,w1,dansös,single
nurse,swedish,F,t2,w1,barnskoterska,single
lawyer,swedish,F,t2,w1,advokat,single
doctor/physician,swedish,F,t2,w1,läkare,single
judge,swedish,F,t2,w1,bedömare,single
firefighter,swedish,F,t2,w1,brandsoldat,single
cleaner,tagalog,F,t2,w1,alila,single
waiter,tagalog,F,t2,w1,weyter,single
baker,tagalog,F,t2,w1,panadero,single
author,tagalog,F,t2,w1,mangangatha,single
